Error in change calculations!,ሰራተኛ
Error Loading Data,የበስተጀርባ ማመሳሰልን አንቃ
Error loading invoice details,መጀመሪያ የደንበኛ ማሳያ በPOS መገለጫ ውስጥ አንቃ።
Error processing invoice,የአሁኑን ክፍለ ጊዜ ጨርስ
Error processing payment,ፒን አስገባ።
Error searching invoices,የሚሰራ ግራም እሴት ያስገቡ
Error submitting invoice:,አዲስ የዋጋ ዝርዝር ተመን ያስገቡ
Error submitting invoice: {0},ብዛት ያስገቡ
Error submitting invoice: No response from server,ለመቀጠል ገንዘብ ተቀባይ ፒን ያስገቡ።
Error updating currency,መጀመሪያ የአሁኑን ፒን ያስገቡ።
Error updating item details,የአሁኑን ፒን ያስገቡ እና ከዚያ አዲስ ይምረጡ።
Est. Purchase,ለሚዛን ባርኮድ የሚሰራ ግራም ያስገቡ
Est. Value,ግቤቶች
Event-loop lag measures how busy your browser is. Lower is better.,ካሜራ መድረስ ላይ ስህተት፡-
Every,ዋጋዎችን በማስላት ላይ ስህተት
Exchange Rate,የደንበኛ ቀሪ ሒሳብ ማምጣት ላይ ስህተት
Expand item details,በለውጥ ስሌት ላይ ስህተት!
Expected Amount (In Company Currency),ውሂብን መጫን ላይ ስህተት
Expected Cash,የክፍያ መጠየቂያ ዝርዝሮችን መጫን ላይ ስህተት
Expected cash on hand grouped by currency,የክፍያ መጠየቂያ ሂደት ላይ ስህተት
Expected vs Actual,ክፍያን በማስኬድ ላይ ስህተት
Expense,ደረሰኞችን መፈለግ ላይ ስህተት
Expense Account (Optional Override),ደረሰኝ ማስገባት ላይ ስህተት፡-
Expense account is required.,ደረሰኝ ማስገባት ላይ ስህተት፡ {0}
Expenses and deposits posted during this shift,ደረሰኝ ማስገባት ላይ ስህተት፡ ከአገልጋይ ምንም ምላሽ የለም።
Expired,ምንዛሬን ማዘመን ላይ ስህተት
Failed to auto reconcile payments.,የንጥል ዝርዝሮችን ማዘመን ላይ ስህተት
Failed to cancel cash movement,እ.ኤ.አ.
Failed to clear cache,ግዢ
Failed to create item,እ.ኤ.አ.
Failed to create supplier,ዋጋ
Failed to delete cash movement,የክስተት-ሉፕ መዘግየት አሳሽዎ ምን ያህል ስራ እንደበዛበት ይለካል።
Failed to generate scale barcode. Using item barcode only.,ዝቅ ማለት ይሻላል።
Failed to load cash movement context.,እያንዳንዱ
Failed to load dashboard data.,የምንዛሬ ተመን
Failed to reload invoice from server,የንጥል ዝርዝሮችን ዘርጋ
Failed to submit cash movement,የሚጠበቀው መጠን (በኩባንያው ምንዛሪ)
Failed to sync offline cash movements,የሚጠበቀው ጥሬ ገንዘብ
Fast cashier actions for active shifts.,የሚጠበቀው ገንዘብ በእጅ ላይ በገንዘብ ተመድቦ
Fast Moving Items,የሚጠበቀው እና ትክክለኛው
Fees,ወጪ
Fetch the latest offline prerequisite updates,የወጪ ሂሳብ (አማራጭ መሻር)
Find a sales order quickly and load it into the current sale.,የወጪ ሂሳብ ያስፈልጋል።
Fixing payment amounts for return invoice...,በዚህ ፈረቃ ወቅት የተለጠፈ ወጪ እና ተቀማጭ ገንዘብ
Flash Off,ጊዜው አልፎበታል።
Flash On,ክፍያዎችን በራስ-ሰር ማስታረቅ አልተሳካም።
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",የገንዘብ እንቅስቃሴን መሰረዝ አልተሳካም።
Free,መሸጎጫውን ማጽዳት አልተሳካም።
Free Qty,ንጥል መፍጠር አልተሳካም።
