Base Recv:,El saldo se actualizará cuando se restablezca la conexión.
Base:,Saldos aún pendientes
Basic Information,código de barras
Batch,Listo para código de barras/QR
Batch Information,Impresión de etiquetas de códigos de barras
Before any return workflow,Base Pagada:
Before returns,Recepción base:
Best Day,Base:
Best Seller,Información básica
Book expense or deposit from active shift.,Lote
Branch / Location-wise Report,Información del lote
Brand-wise,Antes de cualquier flujo de trabajo de devolución
Breakdown,Antes de las devoluciones
Browse,mejor dia
Build Time:,Mejor vendido
Built with Frappe,Reserva de gastos o depósito del turno activo.
Bundle,Informe de sucursal/ubicación
Buying Price,En cuanto a la marca
Cache cleared successfully,Desglose
Cache Usage,Navegar
cache used,Tiempo de construcción:
Calculating...,Construido con Frappé
Camera Access Required,Paquete
Camera access was aborted. Please try again.,Precio de compra
Camera constraints not supported by your device. Trying fallback settings...,Caché borrado exitosamente
Camera is busy or blocked by another app/tab. Close other camera apps and try again.,Uso de caché
Camera permission denied. Please allow camera access in your browser settings and refresh the page.,caché utilizado
Camera scanner is locked until the current error is acknowledged,Calculando...
Camera started but the video stream did not load in time. Please try again.,Se requiere acceso a la cámara
Cancel,Se canceló el acceso a la cámara.
Cancel cash movement {0}?,Por favor inténtalo de nuevo.
Cancel Payment,Restricciones de cámara no admitidas por su dispositivo.
Cancel Sale,Probando configuraciones alternativas...
Cancel Sale ?,La cámara está ocupada o bloqueada por otra aplicación/pestaña.
Cancelled,Cierra otras aplicaciones de la cámara y vuelve a intentarlo.
Cannot add an item with zero or negative quantity.,Permiso de cámara denegado.
Cannot clear cache while offline,Permita el acceso a la cámara en la configuración de su navegador y actualice la página.
Cannot redeem customer credit more than invoice total,El escáner de la cámara se bloquea hasta que se reconoce el error actual
Cannot redeem gift cards more than invoice total,La cámara se inició pero la transmisión de video no se cargó a tiempo.
Cannot Save Offline Invoice:,Por favor inténtalo de nuevo.
Cannot Save Offline Payment:,Cancelar
Card,¿Cancelar el movimiento de efectivo {0}?
Card / Online,Cancelar pago
Card health after the last live lookup,Cancelar venta
Cards,¿Cancelar venta?
Cart,Cancelado
Cash,No se puede agregar un artículo con cantidad cero o negativa.
Cash back to customers,No se puede borrar el caché sin conexión
Cash Collections,No se puede canjear el crédito del cliente por más del total de la factura
Cash Deposit is disabled for this POS Profile.,No se pueden canjear tarjetas de regalo por más del total de la factura
Cash Drawer Snapshot,No se puede guardar la factura sin conexión:
Cash In Hand,No se puede guardar el pago sin conexión:
Cash Movement,tarjeta
Cash movement cancelled,Tarjeta / En línea
Cash movement deduction applied,Estado de la tarjeta después de la última búsqueda en vivo
Cash movement deleted,Tarjetas
Cash movement is disabled for this POS Profile.,Carrito
Cash Movement is disabled in current POS Profile.,efectivo
Cash movement saved offline,Devolución de efectivo a los clientes
Cash movement submitted,Cobros en efectivo
Cash Movements,El depósito en efectivo está deshabilitado para este perfil de POS.
Cash payment cannot be less than invoice total when partial payment is not allowed,Instantánea del cajón de efectivo
Cash returned after payment,Efectivo en mano
Cashier,Movimiento de efectivo
Cashier Access,Movimiento de efectivo cancelado
Cashier identity and appearance preferences.,Se aplica la deducción por movimiento de efectivo
Cashier PIN,Movimiento de efectivo eliminado
Cashier PIN saved successfully.,El movimiento de efectivo está deshabilitado para este perfil de POS.
Cashiers,El movimiento de efectivo está deshabilitado en el perfil de POS actual.
Cashier-wise,Movimiento de efectivo guardado sin conexión
Categories,Movimiento de efectivo enviado
Category,Movimientos de efectivo
Category / Brand / Variant Report,El pago en efectivo no puede ser menor que el total de la factura cuando no se permite el pago parcial
Category-wise,Efectivo devuelto después del pago
Category-wise Margin,cajero
Certificate,Acceso al cajero
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Preferencias de identidad y apariencia del cajero.
Certificate is trusted. Silent QZ printing is active.,PIN de cajero
Change,PIN de cajero guardado exitosamente.
Change allocation repaired,Cajeros
Change interface language,En cuanto a cajero
Change Language,Categorías
Change Price,categoría
Change Return,Informe de categoría/marca/variante
Change Returned,En cuanto a categorías
Change terminal cashier,Margen por categoría
Charge Heads,Certificado
Charges,Falta el certificado o no es de confianza.
Charges not found,QZ puede mostrar cuadros de diálogo de confirmación.
Check Balance,El certificado es confiable.
Check balance for any card. Supervisors can issue and top up cards here.,La impresión QZ silenciosa está activa.
Check balance only,Cambiar
Check for new commits,Asignación de cambios reparada
Check for Updates,Cambiar idioma de la interfaz
Check live balance before applying redemption,Cambiar idioma
Check live balance before redemption,Cambiar precio
Checking...,Cambiar Volver
Cheque/Reference Date,Cambio devuelto
Cheque/Reference No,Cambiar cajero terminal
Choose the cashier currently operating this terminal.,Cabezales de carga
Choose your preferred language for the POS interface,Cargos
City,Cargos no encontrados
Clear,Consultar saldo
Clear All,Consultar saldo de cualquier tarjeta.
Clear all barcode items,Los supervisores pueden emitir y recargar tarjetas aquí.
Clear all purchase order items,Consultar saldo únicamente
Clear Cache,Comprobar si hay nuevas confirmaciones
Clear Search,Buscar actualizaciones
Clearing local cache...,Verifique el saldo activo antes de aplicar el canje
Click to refresh,Verifique el saldo activo antes del canje
Client CPU Lag:,Comprobando...
Client Memory Usage:,Cheque/Fecha de Referencia
Client Metrics,Cheque/Nº de referencia
Close,Elija el cajero que actualmente opera esta terminal.
Close about dialog,Elija su idioma preferido para la interfaz POS
Close cashier switcher,ciudad
Close closing shift dialog,Borrar
Close column selector,Borrar todo
Close Dialog,Borrar todos los elementos del código de barras
Close drafts dialog,Borrar todos los artículos de la orden de compra
Close invoice details dialog,Borrar caché
Close invoice management,Borrar búsqueda
Close offline invoices dialog,Borrando caché local...
Close packing list dialog,Haga clic para actualizar
Close returns dialog,Retraso de CPU del cliente:
Close sales orders dialog,Uso de la memoria del cliente:
Close Scanner,Métricas del cliente
Close scanner dialog,Cerrar
Close Settings,Cerrar sobre el diálogo
Close Shift,Cerrar conmutador de cajero
Closing Amount,Cerrar el cuadro de diálogo de cierre de turno
Closing POS Shift,Cerrar selector de columnas
Closing Snapshot Available,Cerrar diálogo
Code,Cerrar el cuadro de diálogo de borradores
Code scanned successfully,Cerrar el cuadro de diálogo de detalles de la factura
COGS,Cerrar gestión de facturas
Collapse item details,Cerrar el cuadro de diálogo de facturas sin conexión
Collected,Cerrar el cuadro de diálogo de la lista de embalaje
Cols,Cerrar el diálogo de devoluciones
Columns,Cerrar el cuadro de diálogo de pedidos de ventas
commits,Cerrar escáner
Completed and active sales in this range,Cerrar el cuadro de diálogo del escáner
Completed returns will appear here.,Cerrar configuración
Confirm,Cerrar turno
Confirm Close,Monto de cierre
Confirm Mobile Number,Cierre de turno TPV
Confirm PIN,Instantánea de cierre disponible
Connect,Código
Connect printer and manage certificate,Código escaneado exitosamente
Connecting to QZ Tray...,Dientes
Connection problem while submitting invoice,Contraer detalles del elemento
Connections:,Recogido
Connectivity and cached prerequisite status were rechecked.,columnas
Continue Editing,columnas
Could not fetch latest balance from server,se compromete
Count,Ventas completadas y activas en este rango.
Country,Las declaraciones completadas aparecerán aquí.
Coupon,Confirmar
Coupons,Confirmar Cerrar
Cover,Confirmar número de móvil
CPU Cores:,Confirmar PIN
Create,Conectar
Create and load a new prepaid card,Conecte la impresora y administre el certificado
Create and preload a new gift card,Conectando a la bandeja QZ...
Create Bill,Problema de conexión al enviar la factura
Create Customer,Conexiones:
Create New Item,Se volvió a verificar la conectividad y el estado de los requisitos previos almacenados en caché.
Create or change your PIN,Continuar editando
Create PIN,No se pudo recuperar el último saldo del servidor
Create POS Opening Shift,contar
Create Purchase Order,País
Create Return,Cupón
Create return from invoice,Cupones
Create Supplier,Portada
Credit and Output,Núcleos de CPU:
Credit Note,crear
Credit Outstanding,Crear y cargar una nueva tarjeta prepago
Credit sales remaining to be collected,Crea y precarga una nueva tarjeta de regalo
Critical,Crear factura
Currency,Crear cliente
Current,Crear nuevo artículo
Current Event Loop Lag:,Crea o cambia tu PIN
Current Month,Crear PIN
Current PIN,Crear Turno de Apertura TPV
Current Profile,Crear orden de compra
Current redeemable value on the gift card,Crear devolución
Current User,Crear devolución desde factura
Custom,Crear proveedor
Custom Due Days,Crédito y producción
Custom items per page,Nota de crédito
Customer,Crédito pendiente
Customer already selected,Ventas a crédito pendientes de cobrar
Customer Balance,Crítico
Customer balance unavailable offline,Moneda
Customer created successfully.,Actual
Customer creation failed.,Retraso del bucle del evento actual:
Customer Details,Mes actual
Customer display channel is missing,PIN actual
Customer display was blocked. Please allow pop-ups for this site.,Perfil actual
Customer group is required,Valor canjeable actual en la tarjeta de regalo
Customer is required to add payment,Usuario actual
Customer Name is required,personalizado
Customer not selected,Días de vencimiento personalizados
Customer Report,Artículos personalizados por página
Customer saved offline,Cliente
Customer Screen,Cliente ya seleccionado
Customer territory is required,Saldo del cliente
Customer updated successfully.,Saldo del cliente no disponible sin conexión
Customer-facing tools and printer setup.,Cliente creado exitosamente.
Customers,Error al crear el cliente.
Customers not found,Detalles del cliente
Daily cashier actions without scrolling.,Falta el canal de visualización del cliente
Daily Sales,La visualización del cliente fue bloqueada.
Daily Sales Summary,Permita ventanas emergentes para este sitio.
Dark Mode,Se requiere grupo de clientes
Data loaded in form. Review and submit.,El cliente debe agregar el pago
Database Health,El nombre del cliente es obligatorio
Database health affects overall system speed and reliability.,Cliente no seleccionado
Database Info,Informe del cliente
Date,Cliente guardado sin conexión
Day Δ,Pantalla de cliente
days,Se requiere territorio del cliente
Day-wise (MTD),Cliente actualizado exitosamente.
Day-wise Movement,Herramientas de atención al cliente y configuración de impresoras.
Dead Stock,Clientes
Dead Stock Items,Clientes no encontrados
Decrease quantity,Acciones diarias del cajero sin necesidad de desplazarse.
Default,Ventas Diarias
Default:,Resumen de ventas diarias
Delete,Modo oscuro
Delete cancelled cash movement {0}?,Datos cargados en formulario.
Delete Draft,Revisar y enviar.
Delete draft invoice,Estado de la base de datos
Delete draft invoice {0}?,El estado de la base de datos afecta la velocidad y confiabilidad general del sistema.
Delete Invoice,Información de la base de datos
Delete offline invoice,Fecha
Delivered,Día Δ
Delivery Charges,dias
Delivery Information,Diurno (MTD)
Delivery Note {0} created,Movimiento diurno
Delivery note created,Stock muerto
Deployed Bundle:,Artículos muertos
Deposit,Disminuir cantidad
Description,Predeterminado
Detailed Supplier Breakdown,Predeterminado:
Detecting formats:,Eliminar
Device Memory:,¿Eliminar el movimiento de efectivo cancelado {0}?
Difference,Eliminar borrador
Difference (In Company Currency),Eliminar borrador de factura
Disable offline mode first to recheck live connectivity.,¿Eliminar el borrador de factura {0}?
Disconnect,Eliminar factura
discount,Eliminar factura sin conexión
Discount %,Entregado
Discount / Void / Return Report,Gastos de envío
Discount Amount,Información de entrega
Discount limited by POS Profile,Albarán de entrega {0} creado
Discounted Invoices,Albarán de entrega creado
Discounts,Paquete implementado:
Dismiss,Depósito
Download Certificate,Descripción
Draft,Desglose detallado de proveedores
Draft invoice deleted,Detección de formatos:
Draft source,Memoria del dispositivo:
Drafts,diferencia
Due {0},Diferencia (en moneda de la empresa)
Due Date,Primero deshabilite el modo fuera de línea para volver a verificar la conectividad en vivo.
Duplicate,Desconectar
Edit customer,descuento
Edit discount amount,% de descuento
Edit discount percentage,Informe de descuento/anulación/devolución
Edit Gift Application,Cantidad de descuento
Edit item name,Descuento limitado por perfil POS
Edit quantity,Facturas con descuento
Edit rate,Descuentos
Edit unit of measure,Descartar
Edited,Descargar Certificado
Employee,Borrador
Enable background sync,Borrador de factura eliminado
Enable Customer Display in POS Profile first.,Borrador de fuente
End current session,Borradores
Enter a PIN.,Vencimiento {0}
Enter a valid grams value,Fecha de vencimiento
Enter new price list rate,Duplicar
Enter Quantity,Editar cliente
Enter the cashier PIN to continue.,Editar monto de descuento
Enter the current PIN first.,Editar porcentaje de descuento
"Enter the current PIN, then choose a new one.",Editar solicitud de regalo
Enter valid grams for scale barcode,Editar nombre del elemento
Entries,Editar cantidad
Error accessing camera:,Editar tarifa
Error calculating prices,Editar unidad de medida
Error fetching customer balance,Editado
Error in change calculations!,Empleado
Error Loading Data,Habilitar sincronización en segundo plano
Error loading invoice details,Primero habilite la visualización del cliente en el perfil de POS.
Error processing invoice,Finalizar la sesión actual
Error processing payment,Ingrese un PIN.
Error searching invoices,Introduzca un valor de gramos válido
Error submitting invoice:,Introducir nueva tarifa de lista de precios
Error submitting invoice: {0},Ingrese la cantidad
Error submitting invoice: No response from server,Ingrese el PIN del cajero para continuar.
Error updating currency,Ingrese primero el PIN actual.
Error updating item details,Ingrese el PIN actual y luego elija uno nuevo.
Est. Purchase,Ingrese gramos válidos para el código de barras de la báscula
Est. Value,Entradas
Event-loop lag measures how busy your browser is. Lower is better.,Error al acceder a la cámara:
Every,Error al calcular los precios
Exchange Rate,Error al recuperar el saldo del cliente
Expand item details,¡Error en los cálculos de cambio!
Expected Amount (In Company Currency),Error al cargar datos
Expected Cash,Error al cargar los detalles de la factura
Expected cash on hand grouped by currency,Error al procesar la factura
Expected vs Actual,Error al procesar el pago
Expense,Error al buscar facturas
Expense Account (Optional Override),Error al enviar la factura:
Expense account is required.,Error al enviar la factura: {0}
Expenses and deposits posted during this shift,Error al enviar la factura: no hay respuesta del servidor
Expired,Error al actualizar la moneda
Failed to auto reconcile payments.,Error al actualizar los detalles del artículo
Failed to cancel cash movement,Est.
Failed to clear cache,Compra
Failed to create item,Est.
Failed to create supplier,Valor
Failed to delete cash movement,El retraso del bucle de eventos mide qué tan ocupado está su navegador.
Failed to generate scale barcode. Using item barcode only.,Más bajo es mejor.
Failed to load cash movement context.,cada
Failed to load dashboard data.,Tipo de cambio
Failed to reload invoice from server,Ampliar detalles del artículo
Failed to submit cash movement,Monto esperado (en la moneda de la empresa)
Failed to sync offline cash movements,Efectivo esperado
Fast cashier actions for active shifts.,Efectivo disponible esperado agrupado por moneda
Fast Moving Items,Esperado versus real
Fees,Gasto
Fetch the latest offline prerequisite updates,Cuenta de gastos (anulación opcional)
Find a sales order quickly and load it into the current sale.,Se requiere cuenta de gastos.
Fixing payment amounts for return invoice...,Gastos y depósitos contabilizados durante este turno
Flash Off,Caducado
Flash On,No se pudieron conciliar automáticamente los pagos.
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",No se pudo cancelar el movimiento de efectivo
Free,No se pudo borrar el caché
Free Qty,No se pudo crear el elemento
Frequency,No se pudo crear el proveedor
from,No se pudo eliminar el movimiento de efectivo
From Date,No se pudo generar el código de barras de la báscula.
Fulfillment Details,Utilizando únicamente el código de barras del artículo.
Full Name,No se pudo cargar el contexto del movimiento de efectivo.
Gain,No se pudieron cargar los datos del panel.
Generate a fresh prepaid card and start it with an opening balance.,No se pudo recargar la factura desde el servidor
Generate and install the certificate to allow fully silent printing without trust prompts.,No se pudo enviar el movimiento de efectivo
Generate Certificate,No se pudieron sincronizar los movimientos de efectivo fuera de línea
Generated scale barcode: {0},Acciones rápidas de caja para turnos activos.
Get Payments,Artículos de movimiento rápido
Gift Card,Tarifas
Gift card amount must be greater than zero.,Obtenga las últimas actualizaciones de requisitos previos sin conexión
Gift Card Code,Encuentre un pedido de ventas rápidamente y cárguelo en la venta actual.
Gift card code is required for redemption,Fijación de importes de pago para factura de devolución...
Gift card code is required.,Flash apagado
Gift card issued successfully.,Flash encendido
Gift card loaded successfully.,"Para los artículos del 'Paquete de productos', el almacén, el número de serie y el número de lote se considerarán de la tabla 'Lista de empaque'."
Gift Card Management,"Si el almacén y el número de lote son los mismos para todos los artículos de embalaje de cualquier artículo del 'paquete de productos', esos valores se pueden ingresar en la tabla principal de artículos;"
Gift card payment,Los valores se copiarán en la tabla 'Lista de embalaje'.
Gift card redemption requires an online connection,Gratis
Gift card topped up successfully.,Cantidad gratuita
Gift Cards,Frecuencia
Go Offline,de
Go Online,Desde la fecha
Go to Frappe Desk,Detalles de cumplimiento
Grand Total,Nombre completo
Gross Margin,Ganar
Gross Profit,Genere una nueva tarjeta prepago y comience con un saldo inicial.
Gross Sales,Genere e instale el certificado para permitir una impresión totalmente silenciosa sin mensajes de confianza.
Group not found,Generar certificado
"Grouped controls for terminal, UI, and session settings.",Código de barras de báscula generado: {0}
Grouped totals for each payment method and currency,Obtener pagos
Hide,Tarjeta de regalo
Hide Gift Card,El monto de la tarjeta de regalo debe ser mayor que cero.
Hide Non Essential Fields,Código de tarjeta de regalo
Hide quantity decimals,Se requiere el código de la tarjeta de regalo para el canje
Hide search tools,Se requiere el código de la tarjeta de regalo.
Hide zero rated items,Tarjeta regalo emitida correctamente.
High,Tarjeta de regalo cargada exitosamente.
History,Gestión de tarjetas de regalo
Hourly (Today),Pago con tarjeta de regalo
How this section works,El canje de la tarjeta de regalo requiere una conexión en línea
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.",Tarjeta regalo recargada con éxito.
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.",Tarjetas de regalo
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Desconectarse
In,Conéctese en línea
In stock: {0},Ir al escritorio Frappé
Include Batch / Serial,Total general
Include Price,Margen bruto
Increase quantity,Beneficio bruto
IndexedDB,Ventas brutas
Initial Amount,Grupo no encontrado
Initialize your shift with opening balances,"Controles agrupados para configuración de terminal, UI y sesión."
Initializing application...,Inicializando aplicación...
"Inspect cache, sync, and prerequisite status","Inspeccionar el estado de la caché, la sincronización y los requisitos previos"
Installed Applications,Aplicaciones instaladas
Insufficient stock:\n{0},Stock insuficiente:\n{0}
Invalid rate,Tarifa no válida
Inventory Status Report,Informe de estado del inventario
Invoice,factura
Invoice {0} is Submitted,Se envía la factura {0}
Invoice {0} processed successfully,Factura {0} procesada correctamente
Invoice {0} submission failed,Error al enviar la factura {0}
Invoice {0} was already submitted,La factura {0} ya fue enviada
Invoice Adjustments,Ajustes de factura
Invoice Change,Cambio de factura
Invoice Details,Detalles de la factura
Invoice is still in draft after background submission.,La factura aún está en borrador después del envío de antecedentes.
Invoice Items,Artículos de factura
Invoice Management,Gestión de facturas
Invoice Mgmt,Gestión de facturas
Invoice saved offline,Factura guardada sin conexión
Invoice submission failed,Error al enviar la factura
Invoice Submitted,Factura enviada
"Invoice value settled by loyalty points, not cash collection","Valor de la factura liquidado mediante puntos de fidelidad, no mediante cobro en efectivo"
Invoices,Facturas
Invoices already past due date,Facturas ya vencidas
Invoices saved as POS Invoices,Facturas guardadas como facturas POS
Invoices still carrying balances,Facturas que aún tienen saldos
Issue Mode,Modo de emisión
Issue New Card,Emitir nueva tarjeta
Issue Workflow,Flujo de trabajo de problemas
"Issue, top up, and check","Emitir, recargar y comprobar"
Item,Artículo
Item / Product Sales Report,Informe de ventas de artículos/productos
Item {0} added to invoice,Artículo {0} agregado a la factura
Item '{0}' has no barcode,El artículo '{0}' no tiene código de barras
Item Code,Código de artículo
Item created successfully,Artículo creado exitosamente
Item is out of stock,El artículo está agotado
Item Name,Nombre del artículo
Item not found,Artículo no encontrado
Item order updated,Orden de artículos actualizada
Item Selector Settings,Configuración del selector de elementos
Items,Artículos
Items added in POS will appear here automatically.,Los artículos agregados en POS aparecerán aquí automáticamente.
Items added to invoice,Artículos agregados a la factura
Items per page,Artículos por página
Items Sold,Artículos vendidos
Items/Invoice,Artículos/Factura
Item-wise Profitability,Rentabilidad por artículos
Journal Entry,Entrada de diario
json,json
Just now,Justo ahora
Keep offline prerequisites healthy and recover stale data safely.,Mantenga los requisitos previos sin conexión en buen estado y recupere datos obsoletos de forma segura.
Labels,Etiquetas
Language,Idioma
Language will be changed to,El idioma se cambiará a
"Language, theme, terminal tools, and session controls.","Idioma, tema, herramientas de terminal y controles de sesión."
Last,último
Last 14 Days (Paid vs Pending),Últimos 14 días (pagados versus pendientes)
Last 14 Days Activity,Actividad de los últimos 14 días
Last 14 Days Gross Profit,Ganancia bruta de los últimos 14 días
Last 14 Days Purchases,Compras de los últimos 14 días
Last 14 Days Tax/Charges,Impuestos/cargos de los últimos 14 días
Last sync:,Última sincronización:
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Última sincronización: {0} |
Latest entries for current shift,bien: {1} |
Lead Time,fallido: {2} |
Light Mode,omitido: {3}
Limited,Últimas entradas para el turno actual
lines,Plazo de entrega
List,Modo de luz
Live Snapshot,Limitado
Load a POS profile and cashier first.,lineas
Load More Invoices,Lista
Load previously saved invoices,Instantánea en vivo
Load Sale,Cargue primero un perfil de POS y un cajero.
Load Sales Invoice,Cargar más facturas
Loading app data...,Cargar facturas previamente guardadas
Loading customer database...,Cargar Venta
Loading customers...,Cargar factura de venta
Loading database stats...,Cargando datos de la aplicación...
Loading details...,Cargando base de datos de clientes...
Loading invoice history...,Cargando clientes...
Loading items...,Cargando estadísticas de la base de datos...
Loading product catalog...,Cargando detalles...
Loading return invoices...,Cargando historial de facturas...
Loading server CPU/memory usage...,Cargando artículos...
Loading suppliers...,Cargando catálogo de productos...
Loading unpaid invoices...,Cargando facturas de devolución...
Loading view...,Cargando uso de CPU/memoria del servidor...
Loading...,Cargando proveedores...
Local storage is unavailable. Switching to online-only mode.,Cargando facturas impagas...
localStorage,Cargando vista...
Location Performance,Cargando...
Locations,El almacenamiento local no está disponible.
Lock Screen,Cambiar al modo solo en línea.
Logout,almacenamiento local
Lookup Workflow,Rendimiento de la ubicación
Loss,Ubicaciones
Low,Pantalla de bloqueo
Low Stock,Cerrar sesión
Low Stock Alerts,Flujo de trabajo de búsqueda
Low Stock Items,Pérdida
Low Stock Threshold,Bajo
Low Stock Total,Existencias bajas
Lowest Margin,Alertas de existencias bajas
Low-frequency maintenance and system details.,Artículos con pocas existencias
Loyalty Redeemed,Umbral de existencias bajo
Loyalty Redemption,Total de stock bajo
Make New Payment,Margen más bajo
Manage all,Mantenimiento de baja frecuencia y detalles del sistema.
Manage and synchronize your offline transactions,Lealtad canjeada
Manage Cashier PIN,Redención de lealtad
"Manage offline tools, terminal controls, and maintenance from one workspace.",Realizar nuevo pago
manual,Administrar todo
"Manual codes, barcode scans, and QR scans work in the same field",Administre y sincronice sus transacciones fuera de línea
Manual offline mode is enabled,Administrar PIN de cajero
Margin,"Administre herramientas fuera de línea, controles de terminales y mantenimiento desde un solo espacio de trabajo."
Maximum available quantity is {0}. Quantity adjusted to match stock.,manuales
Maximum discount amount for this offer item is {0}.,"Los códigos manuales, los escaneos de códigos de barras y los escaneos QR funcionan en el mismo campo"
Maximum discount percentage for this offer item is {0}%.,El modo sin conexión manual está habilitado
Maximum offer quantity is {0}. Quantity adjusted to allowed limit.,Margen
Medium,La cantidad máxima disponible es {0}.
Menu,Cantidad ajustada para igualar el stock.
Method-wise Collections,El importe máximo de descuento para este artículo de oferta es {0}.
Minimum allowed rate for this offer item is {0}.,El porcentaje de descuento máximo para este artículo de oferta es del {0}%.
Minimum Qty,La cantidad máxima de oferta es {0}.
Mobile No,Cantidad ajustada al límite permitido.
Mode,Medio
Mode of Payment,Menú
Month,Colecciones basadas en métodos
Month Δ,La tarifa mínima permitida para este artículo de oferta es {0}.
Monthly Profit,Cantidad mínima
