Cancel cash movement {0}?,Vinsamlegast reyndu aftur.
Cancel Payment,Myndavélartakmarkanir eru ekki studdar af tækinu þínu.
Cancel Sale,Reynir varastillingar...
Cancel Sale ?,Myndavélin er upptekin eða læst af öðru forriti/flipa.
Cancelled,Lokaðu öðrum myndavélarforritum og reyndu aftur.
Cannot add an item with zero or negative quantity.,Myndavélarleyfi hafnað.
Cannot clear cache while offline,Vinsamlegast leyfðu myndavélaraðgang í stillingum vafrans og endurnýjaðu síðuna.
Cannot redeem customer credit more than invoice total,Myndavélarskanni er læstur þar til núverandi villa er staðfest
Cannot redeem gift cards more than invoice total,Myndavélin fór í gang en myndstraumurinn hleðst ekki í tíma.
Cannot Save Offline Invoice:,Vinsamlegast reyndu aftur.
Cannot Save Offline Payment:,Hætta við
Card,Hætta við hreyfingu á reiðufé {0}?
Card / Online,Hætta við greiðslu
Card health after the last live lookup,Hætta við sölu
Cards,Hætta við sölu?
Cart,Hætt við
Cash,Ekki er hægt að bæta við hlut með núlli eða neikvæðu magni.
Cash back to customers,Ekki er hægt að hreinsa skyndiminni án nettengingar
Cash Collections,Ekki er hægt að innleysa inneign viðskiptavina meira en heildarupphæð reiknings
Cash Deposit is disabled for this POS Profile.,Ekki er hægt að innleysa gjafakort meira en heildarreikning
Cash Drawer Snapshot,Get ekki vistað reikning án nettengingar:
Cash In Hand,Ekki er hægt að vista greiðslu án nettengingar:
Cash Movement,Kort
Cash movement cancelled,Kort / á netinu
Cash movement deduction applied,Heilsa korta eftir síðustu leit í beinni
Cash movement deleted,Spil
Cash movement is disabled for this POS Profile.,Karfa
Cash Movement is disabled in current POS Profile.,Reiðufé
Cash movement saved offline,Reiðufé til viðskiptavina
Cash movement submitted,Peningaöflun
Cash Movements,Innborgun reiðufjár er óvirk fyrir þennan POS prófíl.
Cash payment cannot be less than invoice total when partial payment is not allowed,Skyndimynd af peningaskúffu
Cash returned after payment,Handbært fé
Cashier,Cash Hreyfing
Cashier Access,Handbært fé hætt
Cashier identity and appearance preferences.,Fjárflutningsfrádráttur beitt
Cashier PIN,Handbært fé eytt
Cashier PIN saved successfully.,Hreyfing reiðufjár er óvirk fyrir þennan POS prófíl.
Cashiers,Hreyfing reiðufjár er óvirk í núverandi POS prófíl.
Cashier-wise,Hreyfing reiðufjár vistuð án nettengingar
Categories,Handbært fé lögð fram
Category,Peningahreyfingar
Category / Brand / Variant Report,Greiðsla í reiðufé getur ekki verið lægri en heildarreikningur þegar hlutagreiðsla er óheimil
Category-wise,Reiðufé skilað eftir greiðslu
Category-wise Margin,Gjaldkeri
Certificate,Aðgangur gjaldkera
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Gjaldkeri sjálfsmynd og útlitsvalkostir.
Certificate is trusted. Silent QZ printing is active.,PIN gjaldkera
Change,PIN-númer gjaldkera var vistað.
Change allocation repaired,Gjaldkerar
Change interface language,Gjaldkeri miðað við
Change Language,Flokkar
Change Price,Flokkur
Change Return,Skýrsla um flokk / vörumerki / afbrigði
Change Returned,Flokkslega séð
Change terminal cashier,Framlegð í flokki
Charge Heads,Vottorð
Charges,Vottorð vantar eða ekki treyst.
Charges not found,QZ gæti sýnt staðfestingarglugga.
Check Balance,Vottorð er treyst.
Check balance for any card. Supervisors can issue and top up cards here.,Hljóðlaus QZ prentun er virk.
Check balance only,Breyta
Check for new commits,Breyta úthlutun lagfærð
Check for Updates,Breyttu tungumáli viðmótsins
Check live balance before applying redemption,Breyta tungumáli
Check live balance before redemption,Breyta verð
Checking...,Breyta aftur
Cheque/Reference Date,Breyting skilað
Cheque/Reference No,Skiptu um gjaldkera í flugstöðinni
Choose the cashier currently operating this terminal.,Hleðsluhausar
Choose your preferred language for the POS interface,Gjöld
City,Gjöld fundust ekki
Clear,Athugaðu jafnvægi
Clear All,Athugaðu stöðuna fyrir hvaða kort sem er.
Clear all barcode items,Umsjónarmenn geta gefið út og fyllt á kort hér.
Clear all purchase order items,Athugaðu aðeins jafnvægi
Clear Cache,Athugaðu fyrir nýjar skuldbindingar
Clear Search,Leitaðu að uppfærslum
Clearing local cache...,Athugaðu lifandi stöðu áður en þú sækir um innlausn
Click to refresh,Athugaðu lifandi stöðu fyrir innlausn
Client CPU Lag:,Athugar...
Client Memory Usage:,Ávísun/viðmiðunardagur
Client Metrics,Ávísun/tilvísunarnr
Close,Veldu gjaldkerann sem starfrækir þessa flugstöð.
Close about dialog,Veldu valið tungumál fyrir POS viðmótið
Close cashier switcher,Borg
Close closing shift dialog,Hreinsa
Close column selector,Hreinsa allt
Close Dialog,Hreinsaðu öll strikamerki
Close drafts dialog,Hreinsaðu allar innkaupapöntunarvörur
Close invoice details dialog,Hreinsaðu skyndiminni
Close invoice management,Hreinsa leit
Close offline invoices dialog,Hreinsar staðbundið skyndiminni...
Close packing list dialog,Smelltu til að endurnýja
Close returns dialog,CPU bið viðskiptavinar:
Close sales orders dialog,Minnisnotkun viðskiptavinar:
Close Scanner,Viðskiptavinamælingar
Close scanner dialog,Loka
Close Settings,Lokaðu um glugga
Close Shift,Lokaðu gjaldkeraskiptanum
Closing Amount,Lokaðu lokunarvaktglugganum
Closing POS Shift,Lokaðu dálkavali
Closing Snapshot Available,Loka glugga
Code,Lokaðu drögglugganum
Code scanned successfully,Lokaðu reikningsupplýsingaglugganum
COGS,Lokaðu reikningsstjórnun
Collapse item details,Lokaðu valmynd fyrir ónettengda reikninga
Collected,Lokaðu pökkunarlistaglugganum
Cols,Loka skilaglugga
Columns,Lokaðu sölupantanaglugganum
commits,Lokaðu skanni
Completed and active sales in this range,Lokaðu skannaglugga
Completed returns will appear here.,Lokaðu stillingum
Confirm,Lokaðu Shift
Confirm Close,Lokaupphæð
Confirm Mobile Number,Lokar POS Shift
Confirm PIN,Lokamynd í boði
Connect,Kóði
Connect printer and manage certificate,Kóði skannaður
Connecting to QZ Tray...,COGS
Connection problem while submitting invoice,Draga saman upplýsingar um atriði
Connections:,Safnað
Connectivity and cached prerequisite status were rechecked.,Cols
Continue Editing,Dálkar
Could not fetch latest balance from server,skuldbindur sig
Count,Lokið og virk sala á þessu sviði
Country,Lokið skil mun birtast hér.
Coupon,Staðfesta
Coupons,Staðfestu Loka
Cover,Staðfestu farsímanúmer
CPU Cores:,Staðfestu PIN
Create,Tengdu
Create and load a new prepaid card,Tengdu prentara og stjórnaðu vottorðinu
Create and preload a new gift card,Tengist QZ bakka...
Create Bill,Tengingarvandamál við að senda inn reikning
Create Customer,Tengingar:
Create New Item,Tengingar og forsendustaða í skyndiminni voru endurskoðuð.
Create or change your PIN,Halda áfram að breyta
Create PIN,Gat ekki sótt nýjustu stöðuna frá þjóninum
Create POS Opening Shift,Telja
Create Purchase Order,Land
Create Return,Afsláttarmiði
Create return from invoice,Afsláttarmiðar
Create Supplier,Kápa
Credit and Output,CPU kjarna:
Credit Note,Búa til
Credit Outstanding,Búðu til og hlaðið inn nýju fyrirframgreitt kort
Credit sales remaining to be collected,Búðu til og forhleðdu nýtt gjafakort
Critical,Búðu til Bill
Currency,Búðu til viðskiptavin
Current,Búðu til nýjan hlut
Current Event Loop Lag:,Búðu til eða breyttu PIN-númerinu þínu
Current Month,Búðu til PIN
Current PIN,Búðu til POS opnunarvakt
Current Profile,Búðu til innkaupapöntun
Current redeemable value on the gift card,Búðu til aftur
Current User,Búðu til skil frá reikningi
Custom,Búðu til birgja
Custom Due Days,Inneign og framleiðsla
Custom items per page,Inneignarnóta
Customer,Inneign útistandandi
Customer already selected,Inneignarsala á eftir að innheimta
Customer Balance,Gagnrýnið
Customer balance unavailable offline,Gjaldmiðill
Customer created successfully.,Núverandi
Customer creation failed.,Núverandi atburðarhleypni:
Customer Details,Núverandi mánuður
Customer display channel is missing,Núverandi PIN-númer
Customer display was blocked. Please allow pop-ups for this site.,Núverandi prófíll
Customer group is required,Núverandi innleysanlegt verð á gjafakortinu
Customer is required to add payment,Núverandi notandi
Customer Name is required,Sérsniðin
Customer not selected,Sérsniðnir gjalddagar
Customer Report,Sérsniðin atriði á síðu
Customer saved offline,Viðskiptavinur
Customer Screen,Viðskiptavinur þegar valinn
Customer territory is required,Viðskiptavinajöfnuður
Customer updated successfully.,Inneign viðskiptavinar ekki tiltæk án nettengingar
Customer-facing tools and printer setup.,Viðskiptavinur búinn til.
Customers,Ekki tókst að búa til viðskiptavina.
Customers not found,Upplýsingar viðskiptavina
Daily cashier actions without scrolling.,Sýningarrás viðskiptavinar vantar
Daily Sales,Lokað var á skjá viðskiptavinar.
Daily Sales Summary,Vinsamlegast leyfðu sprettiglugga fyrir þessa síðu.
Dark Mode,Viðskiptavinahópur er nauðsynlegur
Data loaded in form. Review and submit.,Viðskiptavinur þarf að bæta við greiðslu
Database Health,Nafn viðskiptavinar er áskilið
Database health affects overall system speed and reliability.,Viðskiptavinur ekki valinn
Database Info,Skýrsla viðskiptavinar
Date,Viðskiptavinur vistaður án nettengingar
Day Δ,Viðskiptavinaskjár
days,Landsvæði viðskiptavinar er krafist
Day-wise (MTD),Viðskiptavinur uppfærður.
Day-wise Movement,Verkfæri sem snúa að viðskiptavinum og uppsetning prentara.
Dead Stock,Viðskiptavinir
Dead Stock Items,Viðskiptavinir fundust ekki
Decrease quantity,Daglegar gjaldkeraaðgerðir án þess að fletta.
Default,Dagleg sala
Default:,Daglegt söluyfirlit
Delete,Dark Mode
Delete cancelled cash movement {0}?,Gögn hlaðin á formi.
Delete Draft,Skoðaðu og sendu inn.
Delete draft invoice,Gagnagrunnur Heilsa
Delete draft invoice {0}?,Heilsu gagnagrunns hefur áhrif á heildarhraða og áreiðanleika kerfisins.
Delete Invoice,Upplýsingar um gagnagrunn
Delete offline invoice,Dagsetning
Delivered,Dagur Δ
Delivery Charges,daga
Delivery Information,Daglega (MTD)
Delivery Note {0} created,Hreyfing dagsins
Delivery note created,Dauður birgðir
Deployed Bundle:,Dauðir lagervörur
Deposit,Minnka magn
Description,Sjálfgefið
Detailed Supplier Breakdown,Sjálfgefið:
Detecting formats:,Eyða
Device Memory:,Eyða hætt við peningahreyfingu {0}?
Difference,Eyða drögum
Difference (In Company Currency),Eyða reikningsdrögum
Disable offline mode first to recheck live connectivity.,Eyða reikningsdrögum {0}?
Disconnect,Eyða reikningi
discount,Eyða reikningi án nettengingar
Discount %,Afhent
Discount / Void / Return Report,Sendingargjöld
Discount Amount,Upplýsingar um afhendingu
Discount limited by POS Profile,Afhendingarseðill {0} búin til
Discounted Invoices,Afhendingarseðill búinn til
Discounts,Dreifður pakki:
Dismiss,Innborgun
Download Certificate,Lýsing
Draft,Ítarleg sundurliðun birgja
Draft invoice deleted,Greina snið:
Draft source,Minni tækis:
Drafts,Mismunur
Due {0},Mismunur (í gjaldmiðli fyrirtækisins)
Due Date,Slökktu fyrst á ótengdu stillingu til að athuga aftur tengingu í beinni.
Duplicate,Aftengjast
Edit customer,afsláttur
Edit discount amount,% afsláttur
Edit discount percentage,Afsláttur / ógildur / skilaskýrsla
Edit Gift Application,Afsláttarupphæð
Edit item name,Afsláttur takmarkaður af POS prófíl
Edit quantity,Afslættir reikningar
Edit rate,Afslættir
Edit unit of measure,Segja frá
Edited,Sækja skírteini
Employee,Drög
Enable background sync,Drög að reikningi eytt
Enable Customer Display in POS Profile first.,Drög að heimild
End current session,Drög
Enter a PIN.,Gjalddagi {0}
Enter a valid grams value,Gjalddagi
Enter new price list rate,Afrit
Enter Quantity,Breyta viðskiptavini
Enter the cashier PIN to continue.,Breyta afsláttarupphæð
Enter the current PIN first.,Breyta afsláttarprósentu
"Enter the current PIN, then choose a new one.",Breyta gjafaumsókn
Enter valid grams for scale barcode,Breyta heiti hlutar
Entries,Breyta magni
Error accessing camera:,Breyta hlutfalli
Error calculating prices,Breyta mælieiningu
Error fetching customer balance,Breytt
Error in change calculations!,Starfsmaður
Error Loading Data,Virkjaðu samstillingu í bakgrunni
Error loading invoice details,Virkjaðu skjá viðskiptavinar í POS prófíl fyrst.
Error processing invoice,Ljúktu núverandi lotu
Error processing payment,Sláðu inn PIN-númer.
Error searching invoices,Sláðu inn gilt grammgildi
Error submitting invoice:,Sláðu inn nýtt verðskrárgjald
Error submitting invoice: {0},Sláðu inn Magn
Error submitting invoice: No response from server,Sláðu inn PIN-númer gjaldkera til að halda áfram.
Error updating currency,Sláðu inn núverandi PIN-númer fyrst.
Error updating item details,Sláðu inn núverandi PIN-númer og veldu síðan nýtt.
Est. Purchase,Sláðu inn gild grömm fyrir mælikvarða strikamerki
Est. Value,Færslur
Event-loop lag measures how busy your browser is. Lower is better.,Villa við að opna myndavél:
Every,Villa við að reikna verð
Exchange Rate,Villa við að sækja stöðu viðskiptavina
Expand item details,Villa í breytingaútreikningum!
Expected Amount (In Company Currency),Villa við að hlaða gögnum
Expected Cash,Villa við að hlaða reikningsupplýsingar
Expected cash on hand grouped by currency,Villa við að vinna reikning
Expected vs Actual,Villa við að vinna úr greiðslu
Expense,Villa við leit á reikningum
Expense Account (Optional Override),Villa við að senda inn reikning:
Expense account is required.,Villa við að senda inn reikning: {0}
Expenses and deposits posted during this shift,Villa við að senda inn reikning: Ekkert svar frá þjóni
Expired,Villa við að uppfæra gjaldmiðil
Failed to auto reconcile payments.,Villa við að uppfæra upplýsingar um atriði
Failed to cancel cash movement,Áætlað
Failed to clear cache,Kaup
Failed to create item,Áætlað
Failed to create supplier,Gildi
Failed to delete cash movement,Atburðalykkjatöf mælir hversu upptekinn vafrinn þinn er.
Failed to generate scale barcode. Using item barcode only.,Lægra er betra.
Failed to load cash movement context.,Hvert
Failed to load dashboard data.,Gengi
Failed to reload invoice from server,Stækka upplýsingar um atriði
Failed to submit cash movement,Áætluð upphæð (í gjaldmiðli fyrirtækisins)
Failed to sync offline cash movements,Væntanlegt reiðufé
Fast cashier actions for active shifts.,Væntanlegt reiðufé á hendi flokkað eftir gjaldmiðli
Fast Moving Items,Væntanlegt vs raunverulegt
Fees,Kostnaður
Fetch the latest offline prerequisite updates,Kostnaðarreikningur (valfrjáls hnekking)
Find a sales order quickly and load it into the current sale.,Áskilið er kostnaðarreikning.
Fixing payment amounts for return invoice...,Gjöld og innistæður færðar á þessari vakt
Flash Off,Útrunnið
Flash On,Mistókst að samræma greiðslur sjálfkrafa.
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",Mistókst að hætta við hreyfingu á reiðufé
Free,Mistókst að hreinsa skyndiminni
Free Qty,Mistókst að búa til atriði
Frequency,Mistókst að búa til birgi
from,Mistókst að eyða peningahreyfingu
From Date,Mistókst að búa til mælikvarða strikamerki.
Fulfillment Details,Notar eingöngu strikamerki vöru.
Full Name,Mistókst að hlaða samhengi reiðufjárhreyfingar.
Gain,Mistókst að hlaða stjórnborðsgögnum.
Generate a fresh prepaid card and start it with an opening balance.,Mistókst að endurhlaða reikning frá þjóni
Generate and install the certificate to allow fully silent printing without trust prompts.,Mistókst að senda inn peningahreyfingu
Generate Certificate,Mistókst að samstilla peningahreyfingar án nettengingar
Generated scale barcode: {0},Hraðar gjaldkeraaðgerðir fyrir virkar vaktir.
Get Payments,Hlutir sem hreyfast hratt
Gift Card,Gjöld
Gift card amount must be greater than zero.,Sæktu nýjustu forkröfuuppfærslur án nettengingar
Gift Card Code,Finndu sölupöntun fljótt og hlaðið henni inn í núverandi sölu.
Gift card code is required for redemption,Lagar greiðsluupphæðir fyrir skilareikning...
Gift card code is required.,Slökkt á blikka
Gift card issued successfully.,Flash On
Gift card loaded successfully.,"Fyrir 'Vörubúnt' vörur verða vöruhús, raðnúmer og lotunúmer tekin til greina frá 'Pökkunarlista' töflunni."
Gift Card Management,"Ef Vöruhús og Lotunúmer eru þau sömu fyrir allar pökkunarvörur fyrir hvaða 'vörubúnt' sem er, er hægt að færa þau gildi inn í aðalvörutöfluna;"
Gift card payment,gildi verða afrituð í töfluna 'Pökkunarlista'.
Gift card redemption requires an online connection,Ókeypis
Gift card topped up successfully.,Ókeypis Magn
Gift Cards,Tíðni
Go Offline,frá
Go Online,Frá Dagsetningu
Go to Frappe Desk,Uppfyllingarupplýsingar
Grand Total,Fullt nafn
Gross Margin,Hagnaður
Gross Profit,Búðu til nýtt fyrirframgreitt kort og byrjaðu það með upphafsstöðu.
Gross Sales,Búðu til og settu upp vottorðið til að leyfa fullkomlega hljóðlausa prentun án traustkvaðninga.
Group not found,Búðu til skírteini
"Grouped controls for terminal, UI, and session settings.",Búið til mælikvarða strikamerki: {0}
Grouped totals for each payment method and currency,Fáðu greiðslur
Hide,Gjafakort
Hide Gift Card,Upphæð gjafakorts verður að vera hærri en núll.
Hide Non Essential Fields,Gjafakortskóði
Hide quantity decimals,Gjafakortskóði er nauðsynlegur til að innleysa
Hide search tools,Gjafakortskóði er nauðsynlegur.
Hide zero rated items,Gjafakort gefið út.
High,Gjafakort var hlaðið.
History,Gjafakortastjórnun
Hourly (Today),Gjafakortsgreiðsla
How this section works,Innlausn gjafakorta krefst nettengingar
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.",Gjafakort fyllt á með góðum árangri.
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.",Gjafakort
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Farðu án nettengingar
In,Farðu á netinu
In stock: {0},Farðu í Frappe Desk
Include Batch / Serial,Grand Total
Include Price,Heildarframlegð
Increase quantity,Heildarhagnaður
IndexedDB,Brúttó sala
Initial Amount,Hópur fannst ekki
Initialize your shift with opening balances,"Hópaðar stýringar fyrir flugstöð, notendaviðmót og lotustillingar."
Initializing application...,Frumstillir forrit...
"Inspect cache, sync, and prerequisite status","Skoðaðu skyndiminni, samstillingu og forsenda stöðu"
Installed Applications,Uppsett forrit
Insufficient stock:\n{0},Ófullnægjandi birgðir:\n{0}
Invalid rate,Ógilt gjald
Inventory Status Report,Stöðuskýrsla birgða
Invoice,Reikningur
Invoice {0} is Submitted,Reikningur {0} er lagður fram
Invoice {0} processed successfully,Reikningur {0} tókst að vinna
Invoice {0} submission failed,Ekki tókst að senda inn reikning {0}
Invoice {0} was already submitted,Reikningur {0} var þegar lagður fram
Invoice Adjustments,Leiðréttingar reikninga
Invoice Change,Breyting á reikningi
Invoice Details,Upplýsingar um reikning
Invoice is still in draft after background submission.,Reikningurinn er enn í drögum eftir bakgrunnsskil.
Invoice Items,Reikningsvörur
Invoice Management,Reikningarstjórnun
Invoice Mgmt,Reikningsstj
Invoice saved offline,Reikningur vistaður án nettengingar
Invoice submission failed,Ekki tókst að skila reikningi
Invoice Submitted,Reikningur lagður fram
"Invoice value settled by loyalty points, not cash collection","Reikningsverðmæti jafnað með vildarpunktum, ekki innheimtu reiðufé"
Invoices,Reikningar
Invoices already past due date,Reikningar þegar fram yfir gjalddaga
Invoices saved as POS Invoices,Reikningar vistaðir sem POS reikningar
Invoices still carrying balances,Reikningar eru enn með inneign
Issue Mode,Útgáfuhamur
Issue New Card,Gefðu út nýtt kort
Issue Workflow,Útgáfuverkflæði
"Issue, top up, and check","Gefðu út, fylltu á og athugaðu"
Item,Atriði
Item / Product Sales Report,Vöru- / vörusöluskýrsla
Item {0} added to invoice,Atriði {0} bætt við reikning
Item '{0}' has no barcode,Atriði '{0}' hefur ekkert strikamerki
Item Code,Atriðakóði
Item created successfully,Atriði búið til
Item is out of stock,Varan er ekki til á lager
Item Name,Nafn vöru
Item not found,Atriði fannst ekki
Item order updated,Vörupöntun uppfærð
Item Selector Settings,Atriðavalsstillingar
Items,Atriði
Items added in POS will appear here automatically.,Hlutir sem bætt er við í POS birtast hér sjálfkrafa.
Items added to invoice,Hlutum bætt við reikning
Items per page,Atriði á síðu
Items Sold,Hlutir seldir
Items/Invoice,Hlutir/Reikningur
Item-wise Profitability,Arðsemi hlutar
Journal Entry,Dagbókarfærsla
json,json
Just now,Bara núna
Keep offline prerequisites healthy and recover stale data safely.,Haltu forsendum án nettengingar heilbrigðum og endurheimtu gömul gögn á öruggan hátt.
Labels,Merki
Language,Tungumál
Language will be changed to,Tungumáli verður breytt í
"Language, theme, terminal tools, and session controls.","Tungumál, þema, flugstöðvarverkfæri og lotustýringar."
Last,Síðast
Last 14 Days (Paid vs Pending),Síðustu 14 dagar (greitt vs bið)
Last 14 Days Activity,Síðustu 14 daga starfsemi
Last 14 Days Gross Profit,Framlegð síðustu 14 daga
Last 14 Days Purchases,Síðustu 14 daga kaup
Last 14 Days Tax/Charges,Skattur/gjöld síðustu 14 daga
Last sync:,Síðasta samstilling:
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Síðasta samstilling: {0} |
Latest entries for current shift,allt í lagi: {1} |
Lead Time,mistókst: {2} |
Light Mode,sleppt: {3}
Limited,Nýjustu færslur fyrir núverandi vakt
lines,Leiðslutími
List,Ljóshamur
Live Snapshot,Takmarkað
Load a POS profile and cashier first.,línur
Load More Invoices,Listi
Load previously saved invoices,Skyndimynd í beinni
Load Sale,Hladdu POS prófíl og gjaldkera fyrst.
Load Sales Invoice,Hlaða fleiri reikningum
Loading app data...,Hlaða áður vistuðum reikningum
Loading customer database...,Hlaða Sala
Loading customers...,Hlaða sölureikning
Loading database stats...,Hleður forritsgögnum...
