Categories,Mouvement de trésorerie soumis
Category,Mouvements de trésorerie
Category / Brand / Variant Report,Le paiement en espèces ne peut pas être inférieur au total de la facture lorsque le paiement partiel n'est pas autorisé
Category-wise,Argent restitué après paiement
Category-wise Margin,Caissier
Certificate,Accès à la caisse
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Identité du caissier et préférences d’apparence.
Certificate is trusted. Silent QZ printing is active.,Code PIN du caissier
Change,Le code PIN du caissier a été enregistré avec succès.
Change allocation repaired,Caissiers
Change interface language,Au niveau de la caisse
Change Language,Catégories
Change Price,Catégorie
Change Return,Rapport Catégorie / Marque / Variante
Change Returned,Par catégorie
Change terminal cashier,Marge par catégorie
Charge Heads,Certificat
Charges,Le certificat est manquant ou n'est pas fiable.
Charges not found,QZ peut afficher des boîtes de dialogue de confirmation.
Check Balance,Le certificat est fiable.
Check balance for any card. Supervisors can issue and top up cards here.,L'impression QZ silencieuse est active.
Check balance only,Changement
Check for new commits,Modification de l'allocation réparée
Check for Updates,Changer la langue de l'interface
Check live balance before applying redemption,Changer de langue
Check live balance before redemption,Changer le prix
Checking...,Modifier le retour
Cheque/Reference Date,Changement retourné
Cheque/Reference No,Changer de caissier du terminal
Choose the cashier currently operating this terminal.,Têtes de chargement
Choose your preferred language for the POS interface,Frais
City,Frais introuvables
Clear,Vérifier le solde
Clear All,Vérifiez le solde de n’importe quelle carte.
Clear all barcode items,Les superviseurs peuvent émettre et recharger des cartes ici.
Clear all purchase order items,Vérifier le solde uniquement
Clear Cache,Vérifier les nouveaux commits
Clear Search,Vérifier les mises à jour
Clearing local cache...,Vérifiez le solde en direct avant d'appliquer le rachat
Click to refresh,Vérifiez le solde en direct avant le rachat
Client CPU Lag:,Vérification...
Client Memory Usage:,Chèque/Date de référence
Client Metrics,Chèque/numéro de référence
Close,Choisissez le caissier qui exploite actuellement ce terminal.
Close about dialog,Choisissez votre langue préférée pour l'interface POS
Close cashier switcher,Ville
Close closing shift dialog,Effacer
Close column selector,Tout effacer
Close Dialog,Effacer tous les éléments de code-barres
Close drafts dialog,Effacer tous les articles du bon de commande
Close invoice details dialog,Vider le cache
Close invoice management,Effacer la recherche
Close offline invoices dialog,Vider le cache local...
Close packing list dialog,Cliquez pour actualiser
Close returns dialog,Retard du processeur client :
Close sales orders dialog,Utilisation de la mémoire client :
Close Scanner,Métriques clients
Close scanner dialog,Fermer
Close Settings,Fermer la boîte de dialogue
Close Shift,Fermer le commutateur de caisse
Closing Amount,Fermer la boîte de dialogue de fermeture de l'équipe
Closing POS Shift,Fermer le sélecteur de colonne
Closing Snapshot Available,Fermer la boîte de dialogue
Code,Fermer la boîte de dialogue Brouillons
Code scanned successfully,Fermer la boîte de dialogue des détails de la facture
COGS,Fermer la gestion des factures
Collapse item details,Fermer la boîte de dialogue des factures hors ligne
Collected,Fermer la boîte de dialogue de la liste de colisage
Cols,Fermer la boîte de dialogue des retours
Columns,Fermer la boîte de dialogue des commandes client
commits,Fermer le scanner
Completed and active sales in this range,Fermer la boîte de dialogue du scanner
Completed returns will appear here.,Fermer les paramètres
Confirm,Fermer le quart de travail
Confirm Close,Montant de clôture
Confirm Mobile Number,Fermeture du poste de vente
Confirm PIN,Instantané de clôture disponible
Connect,Coder
Connect printer and manage certificate,Code scanné avec succès
Connecting to QZ Tray...,COGS
Connection problem while submitting invoice,Réduire les détails de l'élément
Connections:,Collecté
Connectivity and cached prerequisite status were rechecked.,Cols
Continue Editing,Colonnes
Could not fetch latest balance from server,commet
Count,Ventes réalisées et actives dans cette gamme
Country,Les déclarations complétées apparaîtront ici.
Coupon,Confirmer
Coupons,Confirmer la fermeture
Cover,Confirmer le numéro de portable
CPU Cores:,Confirmer le code PIN
Create,Se connecter
Create and load a new prepaid card,Connecter l'imprimante et gérer le certificat
Create and preload a new gift card,Connexion au plateau QZ...
Create Bill,Problème de connexion lors de la soumission de la facture
Create Customer,Connexions :
Create New Item,La connectivité et l'état des prérequis mis en cache ont été revérifiés.
Create or change your PIN,Continuer la modification
Create PIN,Impossible de récupérer le dernier solde du serveur
Create POS Opening Shift,Compter
Create Purchase Order,Pays
Create Return,Coupon
Create return from invoice,Coupons
Create Supplier,Couverture
Credit and Output,Cœurs de processeur :
Credit Note,Créer
Credit Outstanding,Créer et charger une nouvelle carte prépayée
Credit sales remaining to be collected,Créer et précharger une nouvelle carte cadeau
Critical,Créer une facture
Currency,Créer un client
Current,Créer un nouvel article
Current Event Loop Lag:,Créez ou modifiez votre code PIN
Current Month,Créer un code PIN
Current PIN,Créer une équipe d'ouverture de point de vente
Current Profile,Créer un bon de commande
Current redeemable value on the gift card,Créer un retour
Current User,Créer un retour à partir d'une facture
Custom,Créer un fournisseur
Custom Due Days,Crédit et production
Custom items per page,Note de crédit
Customer,Encours de crédit
Customer already selected,Ventes à crédit restant à encaisser
Customer Balance,Critique
Customer balance unavailable offline,Devise
Customer created successfully.,Actuel
Customer creation failed.,Décalage de la boucle de l'événement actuel :
Customer Details,Mois en cours
Customer display channel is missing,Code PIN actuel
Customer display was blocked. Please allow pop-ups for this site.,Profil actuel
Customer group is required,Valeur actuelle échangeable sur la carte-cadeau
Customer is required to add payment,Utilisateur actuel
Customer Name is required,Personnalisé
Customer not selected,Jours d'échéance personnalisés
Customer Report,Articles personnalisés par page
Customer saved offline,Client
Customer Screen,Client déjà sélectionné
Customer territory is required,Solde client
Customer updated successfully.,Solde client indisponible hors ligne
Customer-facing tools and printer setup.,Client créé avec succès.
Customers,La création du client a échoué.
Customers not found,Détails du client
Daily cashier actions without scrolling.,Le canal d'affichage client est manquant
Daily Sales,L'affichage client a été bloqué.
Daily Sales Summary,Veuillez autoriser les pop-ups pour ce site.
Dark Mode,Le groupe de clients est requis
Data loaded in form. Review and submit.,Le client doit ajouter le paiement
Database Health,Le nom du client est requis
Database health affects overall system speed and reliability.,Client non sélectionné
Database Info,Rapport client
Date,Client enregistré hors ligne
Day Δ,Écran client
days,Le territoire du client est requis
Day-wise (MTD),Le client a été mis à jour avec succès.
Day-wise Movement,Outils destinés au client et configuration de l'imprimante.
Dead Stock,Clients
Dead Stock Items,Clients introuvables
Decrease quantity,Actions de caisse quotidiennes sans défilement.
Default,Ventes quotidiennes
Default:,Résumé des ventes quotidiennes
Delete,Mode sombre
Delete cancelled cash movement {0}?,Données chargées dans le formulaire.
Delete Draft,Examinez et soumettez.
Delete draft invoice,Santé de la base de données
Delete draft invoice {0}?,La santé de la base de données affecte la vitesse et la fiabilité globales du système.
Delete Invoice,Informations sur la base de données
Delete offline invoice,Date
Delivered,Jour Δ
Delivery Charges,jours
Delivery Information,Par jour (MTD)
Delivery Note {0} created,Mouvement diurne
Delivery note created,Stock mort
Deployed Bundle:,Articles morts
Deposit,Diminuer la quantité
Description,Par défaut
Detailed Supplier Breakdown,Par défaut :
Detecting formats:,Supprimer
Device Memory:,Supprimer le mouvement de trésorerie annulé {0} ?
Difference,Supprimer le brouillon
Difference (In Company Currency),Supprimer le brouillon de facture
Disable offline mode first to recheck live connectivity.,Supprimer le brouillon de facture {0} ?
Disconnect,Supprimer la facture
discount,Supprimer la facture hors ligne
Discount %,Livré
Discount / Void / Return Report,Frais de livraison
Discount Amount,Informations de livraison
Discount limited by POS Profile,Bon de livraison {0} créé
Discounted Invoices,Bon de livraison créé
Discounts,Bundle déployé :
Dismiss,Dépôt
Download Certificate,Descriptif
Draft,Répartition détaillée des fournisseurs
Draft invoice deleted,Formats de détection :
Draft source,Mémoire de l'appareil :
Drafts,Différence
Due {0},Différence (dans la devise de l'entreprise)
Due Date,Désactivez d’abord le mode hors ligne pour revérifier la connectivité en direct.
Duplicate,Déconnecter
Edit customer,réduction
Edit discount amount,% de remise
Edit discount percentage,Remise / Annulation / Rapport de retour
Edit Gift Application,Montant de la remise
Edit item name,Remise limitée par le profil POS
Edit quantity,Factures avec escompte
Edit rate,Réductions
Edit unit of measure,Rejeter
Edited,Télécharger le certificat
Employee,Brouillon
Enable background sync,Projet de facture supprimé
Enable Customer Display in POS Profile first.,Source du brouillon
End current session,Brouillons
Enter a PIN.,À payer {0}
Enter a valid grams value,Date d'échéance
Enter new price list rate,Dupliquer
Enter Quantity,Modifier le client
Enter the cashier PIN to continue.,Modifier le montant de la remise
Enter the current PIN first.,Modifier le pourcentage de remise
"Enter the current PIN, then choose a new one.",Modifier la demande de cadeau
Enter valid grams for scale barcode,Modifier le nom de l'élément
Entries,Modifier la quantité
Error accessing camera:,Modifier le tarif
Error calculating prices,Modifier l'unité de mesure
Error fetching customer balance,Modifié
Error in change calculations!,Employé
Error Loading Data,Activer la synchronisation en arrière-plan
Error loading invoice details,Activez d'abord l'affichage du client dans le profil POS.
Error processing invoice,Terminer la session en cours
Error processing payment,Entrez un code PIN.
Error searching invoices,Entrez une valeur en grammes valide
Error submitting invoice:,Entrez le nouveau tarif de la liste de prix
Error submitting invoice: {0},Entrez la quantité
Error submitting invoice: No response from server,Entrez le code PIN du caissier pour continuer.
Error updating currency,Entrez d'abord le code PIN actuel.
Error updating item details,"Saisissez le code PIN actuel, puis choisissez-en un nouveau."
Est. Purchase,Entrez les grammes valides pour le code-barres de la balance
Est. Value,Entrées
Event-loop lag measures how busy your browser is. Lower is better.,Erreur d'accès à la caméra :
Every,Erreur lors du calcul des prix
Exchange Rate,Erreur lors de la récupération du solde client
Expand item details,Erreur dans les calculs de modification !
Expected Amount (In Company Currency),Erreur de chargement des données
Expected Cash,Erreur lors du chargement des détails de la facture
Expected cash on hand grouped by currency,Erreur lors du traitement de la facture
Expected vs Actual,Erreur lors du traitement du paiement
Expense,Erreur lors de la recherche des factures
Expense Account (Optional Override),Erreur lors de la soumission de la facture :
Expense account is required.,Erreur lors de l'envoi de la facture : {0}
Expenses and deposits posted during this shift,Erreur lors de la soumission de la facture : aucune réponse du serveur
Expired,Erreur lors de la mise à jour de la devise
Failed to auto reconcile payments.,Erreur lors de la mise à jour des détails de l'article
Failed to cancel cash movement,Est.
Failed to clear cache,Achat
Failed to create item,Est.
Failed to create supplier,Valeur
Failed to delete cash movement,Le décalage de la boucle d'événement mesure le degré d'occupation de votre navigateur.
Failed to generate scale barcode. Using item barcode only.,"Plus bas, c'est mieux."
Failed to load cash movement context.,Chaque
Failed to load dashboard data.,Taux de change
Failed to reload invoice from server,Développer les détails de l'article
Failed to submit cash movement,Montant attendu (dans la devise de l'entreprise)
Failed to sync offline cash movements,Trésorerie attendue
Fast cashier actions for active shifts.,Trésorerie attendue regroupée par devise
Fast Moving Items,Attendu vs réel
Fees,Dépense
Fetch the latest offline prerequisite updates,Compte de dépenses (remplacement facultatif)
Find a sales order quickly and load it into the current sale.,Un compte de dépenses est requis.
Fixing payment amounts for return invoice...,Dépenses et dépôts comptabilisés lors de ce quart de travail
Flash Off,Expiré
Flash On,Échec du rapprochement automatique des paiements.
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",Échec de l'annulation du mouvement de trésorerie
Free,Échec de la suppression du cache
Free Qty,Échec de la création de l'élément
Frequency,Échec de la création du fournisseur
from,Échec de la suppression du mouvement de trésorerie
From Date,Échec de la génération du code-barres de la balance.
Fulfillment Details,Utilisation du code-barres de l'article uniquement.
Full Name,Échec du chargement du contexte des mouvements de trésorerie.
Gain,Échec du chargement des données du tableau de bord.
Generate a fresh prepaid card and start it with an opening balance.,Échec du rechargement de la facture depuis le serveur
Generate and install the certificate to allow fully silent printing without trust prompts.,Échec de la soumission du mouvement de trésorerie
Generate Certificate,Échec de la synchronisation des mouvements de trésorerie hors ligne
Generated scale barcode: {0},Actions de caisse rapides pour les quarts de travail actifs.
Get Payments,Articles à mouvement rapide
Gift Card,Frais
Gift card amount must be greater than zero.,Récupérez les dernières mises à jour des prérequis hors ligne
Gift Card Code,Recherchez rapidement une commande client et chargez-la dans la vente en cours.
Gift card code is required for redemption,Fixation des montants de paiement pour la facture de retour...
Gift card code is required.,Flash désactivé
Gift card issued successfully.,Flash activé
Gift card loaded successfully.,"Pour les articles du « Groupe de produits », l'entrepôt, le numéro de série et le numéro de lot seront pris en compte dans le tableau « Liste de colisage »."
Gift Card Management,"Si l'entrepôt et le numéro de lot sont identiques pour tous les articles d'emballage d'un article « Ensemble de produits », ces valeurs peuvent être saisies dans le tableau principal des articles ;"
Gift card payment,les valeurs seront copiées dans le tableau « Liste de colisage ».
Gift card redemption requires an online connection,Gratuit
Gift card topped up successfully.,Quantité gratuite
Gift Cards,Fréquence
Go Offline,de
Go Online,À partir de la date
Go to Frappe Desk,Détails d'exécution
Grand Total,Nom complet
Gross Margin,Gagner
Gross Profit,Générez une nouvelle carte prépayée et démarrez-la avec un solde d'ouverture.
Gross Sales,Générez et installez le certificat pour permettre une impression totalement silencieuse sans invites de confiance.
Group not found,Générer un certificat
"Grouped controls for terminal, UI, and session settings.",Code-barres de balance généré : {0}
Grouped totals for each payment method and currency,Obtenez des paiements
Hide,Carte-cadeau
Hide Gift Card,Le montant de la carte cadeau doit être supérieur à zéro.
Hide Non Essential Fields,Code de carte-cadeau
Hide quantity decimals,Le code de la carte-cadeau est requis pour l'échange
Hide search tools,Le code de la carte cadeau est requis.
Hide zero rated items,Carte cadeau émise avec succès.
High,Carte cadeau chargée avec succès.
History,Gestion des cartes cadeaux
Hourly (Today),Paiement par carte cadeau
How this section works,L'échange de cartes-cadeaux nécessite une connexion en ligne
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.",Carte cadeau rechargée avec succès.
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.",Cartes-cadeaux
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Passer hors ligne
In,Aller en ligne
In stock: {0},Aller au bureau Frappe
Include Batch / Serial,Total général
Include Price,Marge brute
Increase quantity,Bénéfice brut
IndexedDB,Ventes brutes
Initial Amount,Groupe introuvable
Initialize your shift with opening balances,"Contrôles regroupés pour les paramètres du terminal, de l'interface utilisateur et de la session."
Initializing application...,Initialisation de l'application...
"Inspect cache, sync, and prerequisite status","Inspecter le cache, la synchronisation et l'état des prérequis"
Installed Applications,Applications installées
Insufficient stock:\n{0},Stock insuffisant :\n{0}
Invalid rate,Tarif invalide
Inventory Status Report,Rapport sur l'état des stocks
Invoice,Facture
Invoice {0} is Submitted,La facture {0} est soumise
Invoice {0} processed successfully,Facture {0} traitée avec succès
Invoice {0} submission failed,Échec de la soumission de la facture {0}
Invoice {0} was already submitted,La facture {0} a déjà été soumise
Invoice Adjustments,Ajustements de facture
Invoice Change,Modification de facture
Invoice Details,Détails de la facture
Invoice is still in draft after background submission.,La facture est toujours à l'état de brouillon après la soumission en arrière-plan.
Invoice Items,Postes de facture
Invoice Management,Gestion des factures
Invoice Mgmt,Gestion des factures
Invoice saved offline,Facture enregistrée hors ligne
Invoice submission failed,Échec de la soumission de la facture
Invoice Submitted,Facture soumise
"Invoice value settled by loyalty points, not cash collection",Valeur de la facture réglée par points de fidélité et non par encaissement
Invoices,Factures
Invoices already past due date,Factures déjà en retard
Invoices saved as POS Invoices,Factures enregistrées en tant que factures POS
Invoices still carrying balances,Factures portant encore des soldes
Issue Mode,Mode d'émission
Issue New Card,Émettre une nouvelle carte
Issue Workflow,Flux de travail des problèmes
"Issue, top up, and check","Émettre, recharger et vérifier"
Item,Article
Item / Product Sales Report,Rapport sur les ventes d'articles/produits
Item {0} added to invoice,Article {0} ajouté à la facture
Item '{0}' has no barcode,L'élément « {0} » n'a pas de code-barres
Item Code,Code article
Item created successfully,Article créé avec succès
Item is out of stock,L'article est en rupture de stock
Item Name,Nom de l'article
Item not found,Article introuvable
Item order updated,Commande d'articles mise à jour
Item Selector Settings,Paramètres du sélecteur d'éléments
Items,Articles
Items added in POS will appear here automatically.,Les articles ajoutés dans POS apparaîtront ici automatiquement.
Items added to invoice,Articles ajoutés à la facture
Items per page,Articles par page
Items Sold,Articles vendus
Items/Invoice,Articles/facture
Item-wise Profitability,Rentabilité par article
Journal Entry,Entrée de journal
json,json
Just now,Juste maintenant
Keep offline prerequisites healthy and recover stale data safely.,Maintenez les prérequis hors ligne sains et récupérez les données obsolètes en toute sécurité.
Labels,Étiquettes
Language,Langue
Language will be changed to,La langue sera changée en
"Language, theme, terminal tools, and session controls.","Langue, thème, outils de terminal et contrôles de session."
Last,Dernier
Last 14 Days (Paid vs Pending),14 derniers jours (payés ou en attente)
Last 14 Days Activity,Activité des 14 derniers jours
Last 14 Days Gross Profit,Bénéfice brut des 14 derniers jours
Last 14 Days Purchases,Achats des 14 derniers jours
Last 14 Days Tax/Charges,Taxes/frais des 14 derniers jours
Last sync:,Dernière synchronisation :
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Dernière synchronisation : {0} |
Latest entries for current shift,d'accord : {1} |
Lead Time,échec : {2} |
Light Mode,ignoré : {3}
Limited,Dernières entrées pour l'équipe en cours
lines,Délai
List,Mode lumière
Live Snapshot,Limité
Load a POS profile and cashier first.,lignes
Load More Invoices,Liste
Load previously saved invoices,Instantané en direct
Load Sale,Chargez d'abord un profil de point de vente et un caissier.
Load Sales Invoice,Charger plus de factures
Loading app data...,Charger les factures précédemment enregistrées
Loading customer database...,Vente de charges
Loading customers...,Charger la facture de vente
Loading database stats...,Chargement des données de l'application...
Loading details...,Chargement de la base de données clients...
Loading invoice history...,Chargement des clients...
Loading items...,Chargement des statistiques de la base de données...
Loading product catalog...,Chargement des détails...
Loading return invoices...,Chargement de l'historique des factures...
Loading server CPU/memory usage...,Chargement des éléments...
Loading suppliers...,Chargement du catalogue de produits...
Loading unpaid invoices...,Chargement des factures de retour...
Loading view...,Chargement de l'utilisation du processeur/de la mémoire du serveur...
Loading...,Chargement des fournisseurs...
Local storage is unavailable. Switching to online-only mode.,Chargement des factures impayées...
localStorage,Chargement de la vue...
Location Performance,Chargement...
Locations,Le stockage local n'est pas disponible.
Lock Screen,Passage en mode en ligne uniquement.
Logout,stockage local
Lookup Workflow,Performances de localisation
Loss,Emplacements
Low,Écran de verrouillage
Low Stock,Déconnexion
Low Stock Alerts,Flux de travail de recherche
Low Stock Items,Perte
Low Stock Threshold,Faible
Low Stock Total,Stock faible
Lowest Margin,Alertes de stock faible
Low-frequency maintenance and system details.,Articles en faible stock
Loyalty Redeemed,Seuil de stock bas
Loyalty Redemption,Faible stock total
Make New Payment,Marge la plus basse
Manage all,Maintenance à basse fréquence et détails du système.
Manage and synchronize your offline transactions,Fidélité rachetée
Manage Cashier PIN,Rédemption de fidélité
"Manage offline tools, terminal controls, and maintenance from one workspace.",Effectuer un nouveau paiement
manual,Gérer tout
"Manual codes, barcode scans, and QR scans work in the same field",Gérez et synchronisez vos transactions hors ligne
Manual offline mode is enabled,Gérer le code PIN du caissier
Margin,"Gérez les outils hors ligne, les contrôles des terminaux et la maintenance à partir d'un seul espace de travail."
Maximum available quantity is {0}. Quantity adjusted to match stock.,manuel
Maximum discount amount for this offer item is {0}.,"Les codes manuels, les analyses de codes-barres et les analyses QR fonctionnent dans le même domaine"
Maximum discount percentage for this offer item is {0}%.,Le mode hors ligne manuel est activé
Maximum offer quantity is {0}. Quantity adjusted to allowed limit.,Marge
Medium,La quantité maximale disponible est de {0}.
Menu,Quantité ajustée en fonction du stock.
Method-wise Collections,Le montant maximum de la remise pour cet article offert est de {0}.
Minimum allowed rate for this offer item is {0}.,Le pourcentage de remise maximum pour cet article offert est de {0} %.
