Amount received from customer,Bedrag oorskry profiel kontantbeweging maksimum bedrag.
App information,Bedrag moet groter as nul wees.
Appearance and user-level preferences for the current session.,Bedrag ontvang van kliënt
Applied,App inligting
Apply,Voorkoms en gebruikervlakvoorkeure vir die huidige sessie.
Apply Gift Card,Toegepas
Apply Offer,Doen aansoek
Apply On,Pas geskenkbewys toe
Apply only the amount you want to redeem on this invoice. The remaining balance stays on the card.,Pas aanbod toe
Apply Redemption,Dien toe op
Applying,Pas slegs die bedrag wat jy wil aflos op hierdie faktuur toe.
Apps,Die oorblywende saldo bly op die kaart.
Are you sure you want to close? All entered data will be lost.,Pas Verlossing toe
Attributes (Size/Color),Aansoek doen
Auto Allocate Payment Amount,Toepassings
Auto Reconcile,Is jy seker jy wil toemaak?
Auto reconciliation completed after payment submit.,Alle ingevoerde data sal verlore gaan.
Auto reconciliation completed. Allocated: {0}{1}. Remaining outstanding: {0}{2}.,Kenmerke (Grootte/Kleur)
Available Actions,Ken outomaties betalingsbedrag toe
Available QTY,Outomatiese versoening
Available:,Outo-versoening voltooi nadat betaling ingedien is.
Average Basket,Outo-versoening voltooi.
Average Bill,Toegewys: {0}{1}.
Average Ticket,Oorblywende uitstaande: {0}{2}.
Avg Bill,Beskikbare aksies
Avg Invoice,AANTAL beskikbaar
Avg Invoice Profit,Beskikbaar:
Avg Invoice Value,Gemiddelde mandjie
Avg Purchase Frequency,Gemiddelde rekening
Awesome,Gemiddelde kaartjie
Awesome Dashboard,Gemiddelde rekening
Awesome Dashboard is disabled for the selected POS Profile.,Gem. faktuur
Awesome Dashboard is unavailable for the selected scope.,Gemiddelde faktuurwins
Awesome Dashboard is visible only to POS supervisors.,Gem. faktuurwaarde
Back,Gemiddelde aankoopfrekwensie
Back Office Cash Account,Awesome
Back Office Cash Account (Optional Override),Awesome Dashboard
Back office cash account is required.,Awesome Dashboard is gedeaktiveer vir die geselekteerde POS-profiel.
Back to {0},Awesome Dashboard is nie beskikbaar vir die geselekteerde omvang nie.
Background processing did not finish in time.,Awesome Dashboard is slegs sigbaar vir POS-toesighouers.
Background processing failed for Invoice {0}: {1},Terug
Background Submission Failed,Back Office Kontantrekening
Background sync interval (seconds),Back Office-kontantrekening (opsionele vervanging)
Balance,Kontantrekening in die kantoor word vereis.
Balance will be updated when connection is restored,Terug na {0}
Balances still pending,Agtergrondverwerking het nie betyds voltooi nie.
Barcode,Agtergrondverwerking het misluk vir faktuur {0}: {1}
Barcode / QR Ready,Agtergrond indiening het misluk
Barcode Label Printing,Agtergrondsinkroniseringsinterval (sekondes)
Base Paid:,Balans
Base Recv:,Saldo sal opgedateer word wanneer verbinding herstel word
Base:,Saldo's nog hangende
Basic Information,Strepiekode
Batch,Streepkode / QR gereed
Batch Information,Streepkode-etiket druk
Before any return workflow,Basis betaal:
Before returns,Basis Recv:
Best Day,Basis:
Best Seller,Basiese inligting
Book expense or deposit from active shift.,Batch
Branch / Location-wise Report,Batch Inligting
Brand-wise,Voor enige terugkeer werkvloei
Breakdown,Voor terugkeer
Browse,Beste dag
Build Time:,Beste verkoper
Built with Frappe,Bespreek uitgawe of deposito vanaf aktiewe skof.
Bundle,Tak / Liggingsgewys Verslag
Buying Price,Merkgewys
Cache cleared successfully,Ineenstorting
Cache Usage,Blaai deur
cache used,Boutyd:
Calculating...,Gebou met Frappe
Camera Access Required,Bondel
Camera access was aborted. Please try again.,Koopprys
Camera constraints not supported by your device. Trying fallback settings...,Kas is suksesvol skoongemaak
Camera is busy or blocked by another app/tab. Close other camera apps and try again.,Kasgebruik
Camera permission denied. Please allow camera access in your browser settings and refresh the page.,kas gebruik
Camera scanner is locked until the current error is acknowledged,Bereken tans …
Camera started but the video stream did not load in time. Please try again.,Kameratoegang vereis
Cancel,Kameratoegang is afgelas.
Cancel cash movement {0}?,Probeer asseblief weer.
Cancel Payment,Kamerabeperkings word nie deur jou toestel ondersteun nie.
Cancel Sale,Probeer tans terugvalinstellings …
Cancel Sale ?,Kamera is besig of geblokkeer deur 'n ander toepassing/oortjie.
Cancelled,Maak ander kameraprogramme toe en probeer weer.
Cannot add an item with zero or negative quantity.,Kameratoestemming geweier.
Cannot clear cache while offline,Laat asseblief kameratoegang in jou blaaierinstellings toe en verfris die bladsy.
Cannot redeem customer credit more than invoice total,Kameraskandeerder is gesluit totdat die huidige fout erken word
Cannot redeem gift cards more than invoice total,Kamera het begin maar die videostroom het nie betyds gelaai nie.
Cannot Save Offline Invoice:,Probeer asseblief weer.
Cannot Save Offline Payment:,Kanselleer
Card,Kanselleer kontantbeweging {0}?
Card / Online,Kanselleer betaling
Card health after the last live lookup,Kanselleer uitverkoping
Cards,Kanselleer uitverkoping?
Cart,Gekanselleer
Cash,Kan nie 'n item met nul of negatiewe hoeveelheid byvoeg nie.
Cash back to customers,Kan nie kas uitvee terwyl jy vanlyn is nie
Cash Collections,Kan nie kliëntkrediet meer as faktuurtotaal gebruik nie
Cash Deposit is disabled for this POS Profile.,Kan nie geskenkbewyse meer as faktuurtotaal gebruik nie
Cash Drawer Snapshot,Kan nie vanlyn faktuur stoor nie:
Cash In Hand,Kan nie vanlyn betaling stoor nie:
Cash Movement,Kaart
Cash movement cancelled,Kaart / Aanlyn
Cash movement deduction applied,Kaartgesondheid na die laaste lewendige opsoek
Cash movement deleted,Kaarte
Cash movement is disabled for this POS Profile.,Karretjie
Cash Movement is disabled in current POS Profile.,Kontant
Cash movement saved offline,Kontant terug aan kliënte
Cash movement submitted,Kontant Invorderings
Cash Movements,Kontantdeposito is gedeaktiveer vir hierdie POS-profiel.
Cash payment cannot be less than invoice total when partial payment is not allowed,Kontantlaai-kiekie
Cash returned after payment,Kontant In Hand
Cashier,Kontant Beweging
Cashier Access,Kontantbeweging gekanselleer
Cashier identity and appearance preferences.,Kontantbewegingsaftrekking toegepas
Cashier PIN,Kontantbeweging verwyder
Cashier PIN saved successfully.,Kontantbeweging is gedeaktiveer vir hierdie POS-profiel.
Cashiers,Kontantbeweging is gedeaktiveer in huidige POS-profiel.
Cashier-wise,Kontantbeweging vanlyn gestoor
Categories,Kontantbeweging ingedien
Category,Kontantbewegings
Category / Brand / Variant Report,Kontantbetaling kan nie minder as faktuurtotaal wees wanneer gedeeltelike betaling nie toegelaat word nie
Category-wise,Kontant teruggestuur na betaling
Category-wise Margin,Kassier
Certificate,Kassier Toegang
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Kassier identiteit en voorkoms voorkeure.
Certificate is trusted. Silent QZ printing is active.,Kassier PIN
Change,Kassier-PIN suksesvol gestoor.
Change allocation repaired,Kassiere
Change interface language,Kassier-gewys
Change Language,Kategorieë
Change Price,Kategorie
Change Return,Kategorie / Handelsmerk / Variantverslag
Change Returned,Kategoriegewys
Change terminal cashier,Kategoriegewys Marge
Charge Heads,Sertifikaat
Charges,Sertifikaat ontbreek of word nie vertrou nie.
Charges not found,QZ kan bevestigingsdialoë wys.
Check Balance,Sertifikaat word vertrou.
Check balance for any card. Supervisors can issue and top up cards here.,Stille QZ-drukwerk is aktief.
Check balance only,Verander
Check for new commits,Verander toewysing herstel
Check for Updates,Verander koppelvlaktaal
Check live balance before applying redemption,Verander taal
Check live balance before redemption,Verander prys
Checking...,Verander Terugkeer
Cheque/Reference Date,Verandering teruggestuur
Cheque/Reference No,Verander terminale kassier
Choose the cashier currently operating this terminal.,Charge Heads
Choose your preferred language for the POS interface,Koste
City,Heffings nie gevind nie
Clear,Gaan balans na
Clear All,Gaan balans vir enige kaart na.
Clear all barcode items,Toesighouers kan kaarte hier uitreik en opvul.
Clear all purchase order items,Kontroleer slegs balans
Clear Cache,Kyk vir nuwe commits
Clear Search,Kyk vir opdaterings
Clearing local cache...,Gaan regstreekse balans na voordat jy aflossing toepas
Click to refresh,Kontroleer lewendige balans voor aflossing
Client CPU Lag:,Kontroleer tans …
Client Memory Usage:,Tjek/Verwysingsdatum
Client Metrics,Tjek/verwysingsnr
Close,Kies die kassier wat tans hierdie terminaal bedryf.
Close about dialog,Kies jou voorkeurtaal vir die POS-koppelvlak
Close cashier switcher,Stad
Close closing shift dialog,Duidelik
Close column selector,Vee alles uit
Close Dialog,Vee alle strepieskode-items uit
Close drafts dialog,Vee alle bestelling-items uit
Close invoice details dialog,Vee kas uit
Close invoice management,Vee soektog uit
Close offline invoices dialog,Vee tans plaaslike kas uit...
Close packing list dialog,Klik om te verfris
Close returns dialog,Kliënt SVE Lag:
Close sales orders dialog,Kliëntgeheuegebruik:
Close Scanner,Kliëntmaatstawwe
Close scanner dialog,Maak toe
Close Settings,Maak oor dialoog toe
Close Shift,Maak kassierskakelaar toe
Closing Amount,Maak sluitingskofdialoog toe
Closing POS Shift,Maak kolomkieser toe
Closing Snapshot Available,Maak dialoog toe
Code,Maak konsepdialoog toe
Code scanned successfully,Maak faktuurbesonderhede-dialoog toe
COGS,Sluit faktuurbestuur
Collapse item details,Maak vanlyn fakture-dialoog toe
Collected,Maak die paklysdialoog toe
Cols,Maak terugkeerdialoog toe
Columns,Maak verkoopsbestellings-dialoog toe
commits,Maak Skandeerder toe
Completed and active sales in this range,Maak skandeerderdialoog toe
Completed returns will appear here.,Maak instellings toe
Confirm,Maak Shift toe
Confirm Close,Sluitingsbedrag
Confirm Mobile Number,Sluiting POS Shift
Confirm PIN,Sluitingskiekie beskikbaar
Connect,Kode
Connect printer and manage certificate,Kode suksesvol geskandeer
Connecting to QZ Tray...,COGS
Connection problem while submitting invoice,Vou itembesonderhede in
Connections:,Afgehaal
Connectivity and cached prerequisite status were rechecked.,Kol
Continue Editing,Kolomme
Could not fetch latest balance from server,pleeg
Count,Voltooide en aktiewe verkope in hierdie reeks
Country,Voltooide opgawes sal hier verskyn.
Coupon,Bevestig
Coupons,Bevestig Sluit
Cover,Bevestig selfoonnommer
CPU Cores:,Bevestig PIN
Create,Koppel
Create and load a new prepaid card,Koppel drukker en bestuur sertifikaat
Create and preload a new gift card,Koppel tans aan QZ Tray...
Create Bill,Verbindingsprobleem tydens die indiening van faktuur
Create Customer,Verbindings:
Create New Item,Konnektiwiteit en kasvoorvereistestatus is weer nagegaan.
Create or change your PIN,Gaan voort met redigering
Create PIN,Kon nie nuutste saldo van bediener af haal nie
Create POS Opening Shift,Tel
Create Purchase Order,Land
Create Return,Koepon
Create return from invoice,Koepons
Create Supplier,Bedekking
Credit and Output,SVE-kerns:
Credit Note,Skep
Credit Outstanding,Skep en laai 'n nuwe voorafbetaalde kaart
Credit sales remaining to be collected,Skep en vooraflaai 'n nuwe geskenkbewys
Critical,Skep rekening
Currency,Skep kliënt
Current,Skep nuwe item
Current Event Loop Lag:,Skep of verander jou PIN
Current Month,Skep PIN
Current PIN,Skep POS Opening Shift
Current Profile,Skep aankoopbestelling
Current redeemable value on the gift card,Skep terugkeer
Current User,Skep opgawe vanaf faktuur
Custom,Skep verskaffer
Custom Due Days,Krediet en Uitset
Custom items per page,Kredietnota
Customer,Krediet Uitstaande
Customer already selected,Kredietverkope moet nog ingevorder word
Customer Balance,Kritiek
Customer balance unavailable offline,Geldeenheid
Customer created successfully.,Huidige
Customer creation failed.,Huidige gebeurtenis lus vertraging:
Customer Details,Huidige Maand
Customer display channel is missing,Huidige PIN
Customer display was blocked. Please allow pop-ups for this site.,Huidige profiel
Customer group is required,Huidige aflosbare waarde op die geskenkbewys
Customer is required to add payment,Huidige gebruiker
Customer Name is required,Pasgemaak
Customer not selected,Pasgemaakte vervaldae
Customer Report,Pasgemaakte items per bladsy
Customer saved offline,Kliënt
Customer Screen,Kliënt reeds gekies
Customer territory is required,Kliëntebalans
Customer updated successfully.,Kliëntbalans nie vanlyn beskikbaar nie
Customer-facing tools and printer setup.,Kliënt is suksesvol geskep.
Customers,Kliëntskepping het misluk.
Customers not found,Kliëntbesonderhede
Daily cashier actions without scrolling.,Kliëntvertoonkanaal ontbreek
Daily Sales,Kliëntvertoning is geblokkeer.
Daily Sales Summary,Laat asseblief opspringers vir hierdie werf toe.
Dark Mode,Kliëntegroep word vereis
Data loaded in form. Review and submit.,Daar word van klante verwag om betaling by te voeg
Database Health,Kliëntnaam word vereis
Database health affects overall system speed and reliability.,Kliënt nie gekies nie
Database Info,Kliëntverslag
Date,Kliënt is vanlyn gestoor
Day Δ,Kliënt skerm
days,Kliëntegebied word vereis
Day-wise (MTD),Kliënt is suksesvol opgedateer.
Day-wise Movement,Kliëntgerigte gereedskap en drukkeropstelling.
Dead Stock,Kliënte
Dead Stock Items,Kliënte nie gevind nie
Decrease quantity,Daaglikse kassieraksies sonder om te blaai.
Default,Daaglikse verkope
Default:,Daaglikse Verkope Opsomming
Delete,Donker modus
Delete cancelled cash movement {0}?,Data in vorm gelaai.
Delete Draft,Hersien en dien in.
Delete draft invoice,Databasis Gesondheid
Delete draft invoice {0}?,Databasisgesondheid beïnvloed algehele stelselspoed en betroubaarheid.
Delete Invoice,Databasis inligting
Delete offline invoice,Datum
Delivered,Dag Δ
Delivery Charges,dae
Delivery Information,Daggewys (MTD)
Delivery Note {0} created,Dagwyse Beweging
Delivery note created,Dooie voorraad
Deployed Bundle:,Dooie voorraaditems
Deposit,Verminder hoeveelheid
Description,Verstek
Detailed Supplier Breakdown,Verstek:
Detecting formats:,Vee uit
Device Memory:,Vee gekanselleerde kontantbeweging {0} uit?
Difference,Vee konsep uit
Difference (In Company Currency),Vee konsepfaktuur uit
Disable offline mode first to recheck live connectivity.,Vee konsepfaktuur {0} uit?
Disconnect,Vee faktuur uit
discount,Vee vanlyn faktuur uit
Discount %,Afgelewer
Discount / Void / Return Report,Afleweringskoste
Discount Amount,Afleweringsinligting
Discount limited by POS Profile,Afleweringsnota {0} geskep
Discounted Invoices,Afleweringsnota geskep
Discounts,Ontplooide bondel:
Dismiss,Deposito
Download Certificate,Beskrywing
Draft,Gedetailleerde verskaffer uiteensetting
Draft invoice deleted,Bespeur formate:
Draft source,Toestel geheue:
Drafts,Verskil
Due {0},Verskil (in maatskappy se geldeenheid)
Due Date,Deaktiveer eers vanlyn modus om regstreekse verbinding weer na te gaan.
Duplicate,Ontkoppel
Edit customer,afslag
Edit discount amount,Afslag %
Edit discount percentage,Afslag / Nietig / Terugkeer Verslag
Edit Gift Application,Afslagbedrag
Edit item name,Afslag beperk deur POS-profiel
Edit quantity,Afslag fakture
Edit rate,Afslag
Edit unit of measure,Verwerp
Edited,Laai sertifikaat af
Employee,Konsep
Enable background sync,Konsepfaktuur uitgevee
Enable Customer Display in POS Profile first.,Konsepbron
End current session,Konsepte
Enter a PIN.,Verval {0}
Enter a valid grams value,Sperdatum
Enter new price list rate,Duplikaat
Enter Quantity,Wysig kliënt
Enter the cashier PIN to continue.,Wysig afslagbedrag
Enter the current PIN first.,Wysig afslagpersentasie
"Enter the current PIN, then choose a new one.",Wysig geskenktoepassing
Enter valid grams for scale barcode,Wysig itemnaam
Entries,Wysig hoeveelheid
Error accessing camera:,Wysig koers
Error calculating prices,Wysig maateenheid
Error fetching customer balance,Geredigeer
Error in change calculations!,Werknemer
Error Loading Data,Aktiveer agtergrondsinkronisering
Error loading invoice details,Aktiveer eers kliëntvertoning in POS-profiel.
Error processing invoice,Beëindig huidige sessie
Error processing payment,Voer 'n PIN in.
Error searching invoices,Voer 'n geldige gramwaarde in
Error submitting invoice:,Voer nuwe pryslyskoers in
Error submitting invoice: {0},Voer hoeveelheid in
Error submitting invoice: No response from server,Voer die kassier-PIN in om voort te gaan.
Error updating currency,Voer eers die huidige PIN in.
Error updating item details,Voer die huidige PIN in en kies dan 'n nuwe een.
Est. Purchase,Voer geldige gram vir skaal strepieskode in
Est. Value,Inskrywings
Event-loop lag measures how busy your browser is. Lower is better.,Fout met toegang tot kamera:
Every,Kon nie pryse bereken nie
Exchange Rate,Kon nie kliëntsaldo haal nie
Expand item details,Fout in veranderingsberekeninge!
Expected Amount (In Company Currency),Kon nie data laai nie
Expected Cash,Kon nie faktuurbesonderhede laai nie
Expected cash on hand grouped by currency,Kon nie faktuur verwerk nie
Expected vs Actual,Kon nie betaling verwerk nie
Expense,Kon nie fakture soek nie
Expense Account (Optional Override),Fout met die indiening van faktuur:
Expense account is required.,Fout met die indiening van faktuur: {0}
Expenses and deposits posted during this shift,Fout met die indiening van faktuur: Geen reaksie van bediener nie
Expired,Kon nie geldeenheid opdateer nie
Failed to auto reconcile payments.,Kon nie itembesonderhede opdateer nie
Failed to cancel cash movement,Geskatte
Failed to clear cache,Aankoop
Failed to create item,Geskatte
Failed to create supplier,Waarde
Failed to delete cash movement,Event-loop lag meet hoe besig jou blaaier is.
Failed to generate scale barcode. Using item barcode only.,Laer is beter.
Failed to load cash movement context.,Elke
Failed to load dashboard data.,Wisselkoers
Failed to reload invoice from server,Vou itembesonderhede uit
Failed to submit cash movement,Verwagte bedrag (in maatskappy se geldeenheid)
Failed to sync offline cash movements,Verwagte kontant
Fast cashier actions for active shifts.,Verwagte kontant voorhande gegroepeer volgens geldeenheid
Fast Moving Items,Verwag vs Werklik
Fees,Uitgawe
Fetch the latest offline prerequisite updates,Uitgawe rekening (opsionele ignorering)
Find a sales order quickly and load it into the current sale.,Onkosterekening word vereis.
Fixing payment amounts for return invoice...,Uitgawes en deposito's geboek tydens hierdie skof
Flash Off,Verval
Flash On,Kon nie betalings outomaties versoen nie.
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",Kon nie kontantbeweging kanselleer nie
Free,Kon nie kas uitvee nie
Free Qty,Kon nie item skep nie
Frequency,Kon nie verskaffer skep nie
from,Kon nie kontantbeweging uitvee nie
From Date,Kon nie skaalstrepieskode genereer nie.
Fulfillment Details,Gebruik slegs item strepieskode.
Full Name,Kon nie kontantbewegingskonteks laai nie.
Gain,Kon nie kontroleskermdata laai nie.
Generate a fresh prepaid card and start it with an opening balance.,Kon nie faktuur van bediener af herlaai nie
Generate and install the certificate to allow fully silent printing without trust prompts.,Kon nie kontantbeweging indien nie
Generate Certificate,Kon nie vanlyn kontantbewegings sinkroniseer nie
Generated scale barcode: {0},Vinnige kassieraksies vir aktiewe skofte.
Get Payments,Vinnig bewegende items
Gift Card,Fooie
Gift card amount must be greater than zero.,Haal die jongste vanlyn voorvereiste opdaterings
Gift Card Code,Soek vinnig 'n verkoopsbestelling en laai dit in die huidige uitverkoping.
Gift card code is required for redemption,Bepaal tans betalingsbedrae vir terugstuurfaktuur...
Gift card code is required.,Flits af
Gift card issued successfully.,Flits aan
Gift card loaded successfully.,"Vir 'Produkbondel'-items sal pakhuis, reeksnommer en joernaalnommer in die 'Pakkielys'-tabel oorweeg word."
Gift Card Management,"As Warehouse en Batch No dieselfde is vir alle verpakkingsitems vir enige 'Product Bundle'-item, kan daardie waardes in die hoofitemtabel ingevoer word;"
Gift card payment,waardes sal na 'Packing List'-tabel gekopieer word.
Gift card redemption requires an online connection,Gratis
Gift card topped up successfully.,Gratis hoeveelheid
Gift Cards,Frekwensie
Go Offline,van
Go Online,Vanaf Datum
Go to Frappe Desk,Vervulling Besonderhede
Grand Total,Volle Naam
Gross Margin,Wins
Gross Profit,Genereer 'n vars voorafbetaalde kaart en begin dit met 'n openingsaldo.
Gross Sales,Genereer en installeer die sertifikaat om heeltemal stil drukwerk toe te laat sonder vertroue-aanwysings.
Group not found,Genereer sertifikaat
"Grouped controls for terminal, UI, and session settings.",Gegenereerde skaal strepieskode: {0}
Grouped totals for each payment method and currency,Kry betalings
Hide,Geskenkbewys
Hide Gift Card,Geskenkbewysbedrag moet groter as nul wees.
Hide Non Essential Fields,Geskenkbewyskode
Hide quantity decimals,Geskenkbewyskode word vereis vir gebruik
Hide search tools,Geskenkbewyskode word vereis.
Hide zero rated items,Geskenkbewys suksesvol uitgereik.
High,Geskenkbewys is suksesvol gelaai.
History,Geskenkkaartbestuur
Hourly (Today),Geskenkkaartbetaling
How this section works,Die gebruik van geskenkbewyse vereis 'n aanlynverbinding
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.",Geskenkbewys is suksesvol aangevul.
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.",Geskenkbewyse
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Gaan vanlyn
In,Gaan aanlyn
In stock: {0},Gaan na Frappe Desk
Include Batch / Serial,Groottotaal
Include Price,Bruto Marge
Increase quantity,Bruto wins
IndexedDB,Bruto verkope
Initial Amount,Groep nie gevind nie
Initialize your shift with opening balances,"Gegroepeerde kontroles vir terminale, UI en sessie-instellings."
Initializing application...,Inisialiseer tans toepassing...
"Inspect cache, sync, and prerequisite status","Inspekteer kas, sinkronisering en voorvereiste status"
Installed Applications,Geïnstalleerde toepassings
Insufficient stock:\n{0},Onvoldoende voorraad:\n{0}
Invalid rate,Ongeldige koers
Inventory Status Report,Voorraadstatusverslag
Invoice,Faktuur
Invoice {0} is Submitted,Faktuur {0} is ingedien
Invoice {0} processed successfully,Faktuur {0} is suksesvol verwerk
Invoice {0} submission failed,Die indiening van faktuur {0} het misluk
Invoice {0} was already submitted,Faktuur {0} is reeds ingedien
Invoice Adjustments,Faktuuraanpassings
Invoice Change,Faktuurverandering
Invoice Details,Faktuurbesonderhede
Invoice is still in draft after background submission.,Faktuur is steeds in konsep na agtergrond indiening.
Invoice Items,Faktuur Items
Invoice Management,Faktuurbestuur
Invoice Mgmt,Faktuur Beheer
Invoice saved offline,Faktuur vanlyn gestoor
Invoice submission failed,Kon nie faktuur indien nie
Invoice Submitted,Faktuur ingedien
"Invoice value settled by loyalty points, not cash collection","Faktuurwaarde word vereffen deur lojaliteitspunte, nie kontantinvordering nie"
Invoices,Fakture
Invoices already past due date,Fakture wat reeds verby vervaldatum is
Invoices saved as POS Invoices,Fakture gestoor as POS-fakture
Invoices still carrying balances,Fakture wat nog saldo's dra
Issue Mode,Uitgawemodus
Issue New Card,Reik nuwe kaart uit
Issue Workflow,Kwessie Werkvloei
"Issue, top up, and check","Reik uit, vul aan en kontroleer"
Item,Item
Item / Product Sales Report,Item / Produk Verkoop Verslag
Item {0} added to invoice,Item {0} is by faktuur gevoeg
Item '{0}' has no barcode,Item '{0}' het geen strepieskode nie
Item Code,Item kode
Item created successfully,Item suksesvol geskep
Item is out of stock,Item is uit voorraad
Item Name,Item Naam
Item not found,Item nie gevind nie
Item order updated,Itembestelling is opgedateer
Item Selector Settings,Itemkieser-instellings
Items,Items
Items added in POS will appear here automatically.,"Items wat in POS bygevoeg is, sal outomaties hier verskyn."
Items added to invoice,Items bygevoeg by faktuur
Items per page,Items per bladsy
Items Sold,Items Verkoop
Items/Invoice,Items/Faktuur
Item-wise Profitability,Itemgewys winsgewendheid
Journal Entry,Joernaalinskrywing
json,json
Just now,Netnou
Keep offline prerequisites healthy and recover stale data safely.,Hou vanlyn voorvereistes gesond en herwin ou data veilig.
Labels,Etikette
Language,Taal
Language will be changed to,Taal sal verander word na
"Language, theme, terminal tools, and session controls.","Taal, tema, terminale gereedskap en sessiekontroles."
Last,Laaste
Last 14 Days (Paid vs Pending),Afgelope 14 dae (Betaal vs Hangende)
Last 14 Days Activity,Laaste 14 Dae Aktiwiteit
Last 14 Days Gross Profit,Laaste 14 Dae Bruto Wins
Last 14 Days Purchases,Laaste 14 dae aankope
Last 14 Days Tax/Charges,Laaste 14 Dae Belasting/Kostes
Last sync:,Laaste sinkronisering:
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Laaste sinkronisering: {0} |
Latest entries for current shift,ok: {1} |
Lead Time,misluk: {2} |
Light Mode,oorgeslaan: {3}
Limited,Jongste inskrywings vir huidige skof
lines,Voorlooptyd
List,Ligte modus
Live Snapshot,Beperk
Load a POS profile and cashier first.,lyne
Load More Invoices,Lys
Load previously saved invoices,Regstreekse Snapshot
Load Sale,Laai eers 'n POS-profiel en kassier.
Load Sales Invoice,Laai meer fakture
Loading app data...,Laai voorheen gestoorde fakture
Loading customer database...,Laai uitverkoping
Loading customers...,Laai verkoopsfaktuur
Loading database stats...,Laai tans programdata …
Loading details...,Laai tans kliëntdatabasis …
Loading invoice history...,Laai tans klante...
Loading items...,Laai tans databasisstatistieke...
Loading product catalog...,Laai tans besonderhede...
Loading return invoices...,Laai tans faktuurgeskiedenis...
Loading server CPU/memory usage...,Laai tans items...
Loading suppliers...,Laai tans produkkatalogus...
Loading unpaid invoices...,Laai tans terugstuurfakture...
Loading view...,Laai tans bediener-SVE/geheuegebruik...
Loading...,Laai tans verskaffers...
Local storage is unavailable. Switching to online-only mode.,Laai tans onbetaalde fakture...
localStorage,Laai tans aansig …
Location Performance,Laai tans...
Locations,Plaaslike berging is nie beskikbaar nie.
Lock Screen,Skakel oor na slegs aanlyn-modus.
Logout,plaaslike berging
Lookup Workflow,Plekprestasie
Loss,Liggings
Low,Sluit skerm
Low Stock,Teken uit
Low Stock Alerts,Soek werkvloei
Low Stock Items,Verlies
Low Stock Threshold,Laag
Low Stock Total,Lae voorraad
Lowest Margin,Lae voorraad waarskuwings
Low-frequency maintenance and system details.,Lae voorraad items
Loyalty Redeemed,Lae voorraaddrempel
Loyalty Redemption,Lae Voorraad Totaal
Make New Payment,Laagste marge
Manage all,Laefrekwensie instandhouding en stelselbesonderhede.
Manage and synchronize your offline transactions,Lojaliteit verlos
Manage Cashier PIN,Lojaliteit Verlossing
