Barcode / QR Ready,Baggrundsindsendelse mislykkedes
Barcode Label Printing,Baggrundssynkroniseringsinterval (sekunder)
Base Paid:,Balance
Base Recv:,"Saldoen vil blive opdateret, når forbindelsen er genoprettet"
Base:,Saldi afventer stadig
Basic Information,Stregkode
Batch,Stregkode / QR klar
Batch Information,Udskrivning af stregkodeetiketter
Before any return workflow,Basis betalt:
Before returns,Base Recv:
Best Day,Base:
Best Seller,Grundlæggende information
Book expense or deposit from active shift.,Batch
Branch / Location-wise Report,Batchinformation
Brand-wise,Før ethvert returneringsworkflow
Breakdown,Før returnering
Browse,Bedste dag
Build Time:,Bedst sælger
Built with Frappe,Bestil udgift eller depositum fra aktiv vagt.
Bundle,Filial / Lokationsmæssig rapport
Buying Price,Mærkemæssigt
Cache cleared successfully,Opdeling
Cache Usage,Gennemse
cache used,Byggetid:
Calculating...,Bygget med Frappe
Camera Access Required,Bundt
Camera access was aborted. Please try again.,Købspris
Camera constraints not supported by your device. Trying fallback settings...,Cache ryddet
Camera is busy or blocked by another app/tab. Close other camera apps and try again.,Cachebrug
Camera permission denied. Please allow camera access in your browser settings and refresh the page.,brugt cache
Camera scanner is locked until the current error is acknowledged,Beregner...
Camera started but the video stream did not load in time. Please try again.,Kameraadgang påkrævet
Cancel,Kameraadgang blev afbrudt.
Cancel cash movement {0}?,Prøv venligst igen.
Cancel Payment,Kamerabegrænsninger understøttes ikke af din enhed.
Cancel Sale,Prøver reserveindstillinger...
Cancel Sale ?,Kameraet er optaget eller blokeret af en anden app/fane.
Cancelled,"Luk andre kameraapps, og prøv igen."
Cannot add an item with zero or negative quantity.,Kameratilladelse nægtet.
Cannot clear cache while offline,"Tillad venligst kameraadgang i dine browserindstillinger, og opdater siden."
Cannot redeem customer credit more than invoice total,"Kamerascanneren er låst, indtil den aktuelle fejl er bekræftet"
Cannot redeem gift cards more than invoice total,"Kameraet startede, men videostrømmen blev ikke indlæst i tide."
Cannot Save Offline Invoice:,Prøv venligst igen.
Cannot Save Offline Payment:,Annuller
Card,Vil du annullere kontantbevægelsen {0}?
Card / Online,Annuller betaling
Card health after the last live lookup,Annuller udsalg
Cards,Annuller udsalg?
Cart,Annulleret
Cash,Kan ikke tilføje en vare med nul eller negativ mængde.
Cash back to customers,"Kan ikke rydde cachen, mens du er offline"
Cash Collections,Kundekredit kan ikke indløses mere end den samlede faktura
Cash Deposit is disabled for this POS Profile.,Kan ikke indløse gavekort mere end den samlede faktura
Cash Drawer Snapshot,Kan ikke gemme offlinefaktura:
Cash In Hand,Kan ikke gemme offlinebetaling:
Cash Movement,Kort
Cash movement cancelled,Kort / Online
Cash movement deduction applied,Kortsundhed efter sidste liveopslag
Cash movement deleted,Kort
Cash movement is disabled for this POS Profile.,Vogn
Cash Movement is disabled in current POS Profile.,Kontanter
Cash movement saved offline,Cash back til kunderne
Cash movement submitted,Kontantindsamlinger
Cash Movements,Kontantindbetaling er deaktiveret for denne POS-profil.
Cash payment cannot be less than invoice total when partial payment is not allowed,Snapshot af pengeskuffe
Cash returned after payment,Kontanter i hånden
Cashier,Kontantbevægelse
Cashier Access,Kontantbevægelse annulleret
Cashier identity and appearance preferences.,Kontantbevægelsesfradrag anvendes
Cashier PIN,Kontantbevægelse slettet
Cashier PIN saved successfully.,Kontantbevægelse er deaktiveret for denne POS-profil.
Cashiers,Kontantbevægelse er deaktiveret i den aktuelle POS-profil.
Cashier-wise,Kontantbevægelse gemt offline
Categories,Kontantbevægelse indsendt
Category,Kontantbevægelser
Category / Brand / Variant Report,"Kontant betaling kan ikke være mindre end den samlede faktura, når delbetaling ikke er tilladt"
Category-wise,Kontanter returneres efter betaling
Category-wise Margin,Kasserer
Certificate,Kasserer adgang
Certificate is missing or not trusted. QZ may show confirmation dialogs.,Kassererens identitet og udseende præferencer.
Certificate is trusted. Silent QZ printing is active.,Kassererens pinkode
Change,Kassererens pinkode blev gemt.
Change allocation repaired,Kasserere
Change interface language,Kassemæssigt
Change Language,Kategorier
Change Price,Kategori
Change Return,Kategori / Brand / Variant rapport
Change Returned,Kategorimæssigt
Change terminal cashier,Kategorimæssigt margin
Charge Heads,Certifikat
Charges,Certifikatet mangler eller er ikke tillid til.
Charges not found,QZ viser muligvis bekræftelsesdialoger.
Check Balance,Certifikatet er betroet.
Check balance for any card. Supervisors can issue and top up cards here.,Lydløs QZ-udskrivning er aktiv.
Check balance only,Skift
Check for new commits,Ændringstildeling repareret
Check for Updates,Skift grænsefladesprog
Check live balance before applying redemption,Skift sprog
Check live balance before redemption,Skift pris
Checking...,Skift retur
Cheque/Reference Date,Ændring returneret
Cheque/Reference No,Skift terminalkasse
Choose the cashier currently operating this terminal.,Opladningshoveder
Choose your preferred language for the POS interface,Afgifter
City,Afgifter ikke fundet
Clear,Tjek saldo
Clear All,Tjek saldoen for ethvert kort.
Clear all barcode items,Vejledere kan udstede og fylde kort her.
Clear all purchase order items,Tjek kun saldoen
Clear Cache,Tjek for nye tilsagn
Clear Search,Se efter opdateringer
Clearing local cache...,"Tjek live-saldo, før du anvender indløsning"
Click to refresh,Tjek live-saldo før indløsning
Client CPU Lag:,Tjekker...
Client Memory Usage:,Check/referencedato
Client Metrics,Check/referencenr
Close,"Vælg den kasserer, der i øjeblikket betjener denne terminal."
Close about dialog,Vælg dit foretrukne sprog til POS-grænsefladen
Close cashier switcher,By
Close closing shift dialog,Ryd
Close column selector,Ryd alle
Close Dialog,Ryd alle stregkodeelementer
Close drafts dialog,Ryd alle indkøbsordrevarer
Close invoice details dialog,Ryd cache
Close invoice management,Ryd søgning
Close offline invoices dialog,Rydder lokal cache...
Close packing list dialog,Klik for at opdatere
Close returns dialog,Klient CPU Lag:
Close sales orders dialog,Brug af klienthukommelse:
Close Scanner,Kundemålinger
Close scanner dialog,Luk
Close Settings,Luk om dialog
Close Shift,Luk kassereren
Closing Amount,Luk lukkende skiftdialog
Closing POS Shift,Luk kolonnevælgeren
Closing Snapshot Available,Luk dialog
Code,Luk udkastdialogen
Code scanned successfully,Luk dialogen med fakturaoplysninger
COGS,Luk fakturahåndtering
Collapse item details,Luk dialogboksen for offlinefakturaer
Collected,Luk pakkelistedialogen
Cols,Luk returdialogen
Columns,Luk salgsordrer dialog
commits,Luk Scanner
Completed and active sales in this range,Luk scannerdialogen
Completed returns will appear here.,Luk Indstillinger
Confirm,Luk Shift
Confirm Close,Slutbeløb
Confirm Mobile Number,Lukke POS Shift
Confirm PIN,Afslutningssnapshot tilgængeligt
Connect,Kode
Connect printer and manage certificate,Koden blev scannet
Connecting to QZ Tray...,COGS
Connection problem while submitting invoice,Skjul elementdetaljer
Connections:,Samlet
Connectivity and cached prerequisite status were rechecked.,Cols
Continue Editing,Kolonner
Could not fetch latest balance from server,forpligter sig
Count,Gennemført og aktivt salg i dette sortiment
Country,Udfyldte returneringer vil fremgå her.
Coupon,Bekræft
Coupons,Bekræft Luk
Cover,Bekræft mobilnummer
CPU Cores:,Bekræft PIN-kode
Create,Forbind
Create and load a new prepaid card,Tilslut printer og administrer certifikat
Create and preload a new gift card,Forbinder til QZ Tray...
Create Bill,Forbindelsesproblem under indsendelse af faktura
Create Customer,Forbindelser:
Create New Item,Forbindelse og cachelagret forudsætningsstatus blev kontrolleret igen.
Create or change your PIN,Fortsæt redigering
Create PIN,Den seneste saldo kunne ikke hentes fra serveren
Create POS Opening Shift,Tæl
Create Purchase Order,Land
Create Return,Kupon
Create return from invoice,Kuponer
Create Supplier,Dæk
Credit and Output,CPU-kerner:
Credit Note,Opret
Credit Outstanding,Opret og indlæs et nyt forudbetalt kort
Credit sales remaining to be collected,Opret og forudindlæs et nyt gavekort
Critical,Opret regning
Currency,Opret kunde
Current,Opret ny vare
Current Event Loop Lag:,Opret eller skift din pinkode
Current Month,Opret pinkode
Current PIN,Opret POS-åbningsskift
Current Profile,Opret indkøbsordre
Current redeemable value on the gift card,Opret retur
Current User,Opret retur fra faktura
Custom,Opret leverandør
Custom Due Days,Kredit og output
Custom items per page,Kreditnota
Customer,Kredit udestående
Customer already selected,Kreditsalg mangler at blive indsamlet
Customer Balance,Kritisk
Customer balance unavailable offline,Valuta
Customer created successfully.,Nuværende
Customer creation failed.,Aktuel hændelsesløkkelag:
Customer Details,Nuværende måned
Customer display channel is missing,Nuværende pinkode
Customer display was blocked. Please allow pop-ups for this site.,Nuværende profil
Customer group is required,Aktuel indløselig værdi på gavekortet
Customer is required to add payment,Nuværende bruger
Customer Name is required,Brugerdefineret
Customer not selected,Tilpassede forfaldsdage
Customer Report,Brugerdefinerede varer pr. side
Customer saved offline,Kunde
Customer Screen,Kunden er allerede valgt
Customer territory is required,Kundebalance
Customer updated successfully.,Kundesaldo er ikke tilgængelig offline
Customer-facing tools and printer setup.,Kunden er oprettet.
Customers,Kundeoprettelse mislykkedes.
Customers not found,Kundeoplysninger
Daily cashier actions without scrolling.,Kundevisningskanal mangler
Daily Sales,Kundevisning blev blokeret.
Daily Sales Summary,Tillad venligst pop-ups for dette websted.
Dark Mode,Kundegruppe er påkrævet
Data loaded in form. Review and submit.,Kunden skal tilføje betaling
Database Health,Kundenavn er påkrævet
Database health affects overall system speed and reliability.,Kunde ikke valgt
Database Info,Kunderapport
Date,Kunden er gemt offline
Day Δ,Kundeskærm
days,Kundeområde er påkrævet
Day-wise (MTD),Kunden blev opdateret.
Day-wise Movement,Kundevendte værktøjer og printeropsætning.
Dead Stock,Kunder
Dead Stock Items,Kunder ikke fundet
Decrease quantity,Daglige kassererhandlinger uden at scrolle.
Default,Dagligt salg
Default:,Daglig salgsoversigt
Delete,Mørk tilstand
Delete cancelled cash movement {0}?,Data indlæst i form.
Delete Draft,Gennemgå og indsend.
Delete draft invoice,Database sundhed
Delete draft invoice {0}?,Databasesundhed påvirker den overordnede systemhastighed og pålidelighed.
Delete Invoice,Database info
Delete offline invoice,Dato
Delivered,Dag Δ
Delivery Charges,dage
Delivery Information,Dagsmæssigt (MTD)
Delivery Note {0} created,Daglig Bevægelse
Delivery note created,Død Aktie
Deployed Bundle:,Døde lagervarer
Deposit,Reducer mængden
Description,Standard
Detailed Supplier Breakdown,Standard:
Detecting formats:,Slet
Device Memory:,Vil du slette annulleret kontantbevægelse {0}?
Difference,Slet kladde
Difference (In Company Currency),Slet udkast til faktura
Disable offline mode first to recheck live connectivity.,Vil du slette udkast til faktura {0}?
Disconnect,Slet faktura
discount,Slet offline faktura
Discount %,Leveret
Discount / Void / Return Report,Leveringsomkostninger
Discount Amount,Leveringsinformation
Discount limited by POS Profile,Følgeseddel {0} oprettet
Discounted Invoices,Følgeseddel oprettet
Discounts,Udrullet pakke:
Dismiss,Indskud
Download Certificate,Beskrivelse
Draft,Detaljeret leverandøropdeling
Draft invoice deleted,Registrering af formater:
Draft source,Enhedshukommelse:
Drafts,Forskel
Due {0},Forskel (i virksomhedens valuta)
Due Date,Deaktiver offlinetilstand først for at kontrollere liveforbindelse igen.
Duplicate,Afbryd forbindelsen
Edit customer,rabat
Edit discount amount,Rabat %
Edit discount percentage,Rabat / ugyldig / retur rapport
Edit Gift Application,Rabatbeløb
Edit item name,Rabat begrænset af POS-profil
Edit quantity,Rabatterede fakturaer
Edit rate,Rabatter
Edit unit of measure,Afvis
Edited,Download certifikat
Employee,Udkast
Enable background sync,Udkast til faktura slettet
Enable Customer Display in POS Profile first.,Udkast til kilde
End current session,Udkast
Enter a PIN.,Forfalder {0}
Enter a valid grams value,Forfaldsdato
Enter new price list rate,Duplikat
Enter Quantity,Rediger kunde
Enter the cashier PIN to continue.,Rediger rabatbeløb
Enter the current PIN first.,Rediger rabatprocent
"Enter the current PIN, then choose a new one.",Rediger gaveansøgning
Enter valid grams for scale barcode,Rediger elementnavn
Entries,Rediger mængde
Error accessing camera:,Rediger rate
Error calculating prices,Rediger måleenhed
Error fetching customer balance,Redigeret
Error in change calculations!,Medarbejder
Error Loading Data,Aktiver baggrundssynkronisering
Error loading invoice details,Aktiver Kundevisning i POS-profil først.
Error processing invoice,Afslut igangværende session
Error processing payment,Indtast en pinkode.
Error searching invoices,Indtast en gyldig gramværdi
Error submitting invoice:,Indtast ny prislistetakst
Error submitting invoice: {0},Indtast mængde
Error submitting invoice: No response from server,Indtast kassererens pinkode for at fortsætte.
Error updating currency,Indtast den aktuelle PIN-kode først.
Error updating item details,"Indtast den aktuelle pinkode, og vælg derefter en ny."
Est. Purchase,Indtast gyldige gram for skala stregkode
Est. Value,Indgange
Event-loop lag measures how busy your browser is. Lower is better.,Fejl ved adgang til kamera:
Every,Fejl ved beregning af priser
Exchange Rate,Fejl ved hentning af kundesaldo
Expand item details,Fejl i ændringsberegninger!
Expected Amount (In Company Currency),Fejl under indlæsning af data
Expected Cash,Fejl ved indlæsning af fakturaoplysninger
Expected cash on hand grouped by currency,Fejl ved behandling af faktura
Expected vs Actual,Fejl ved behandling af betaling
Expense,Fejl ved søgning efter fakturaer
Expense Account (Optional Override),Fejl ved indsendelse af faktura:
Expense account is required.,Fejl ved indsendelse af faktura: {0}
Expenses and deposits posted during this shift,Fejl ved indsendelse af faktura: Intet svar fra server
Expired,Fejl under opdatering af valuta
Failed to auto reconcile payments.,Fejl under opdatering af elementdetaljer
Failed to cancel cash movement,Est.
Failed to clear cache,Køb
Failed to create item,Est.
Failed to create supplier,Værdi
Failed to delete cash movement,"Event-loop lag måler, hvor travlt din browser er."
Failed to generate scale barcode. Using item barcode only.,Lavere er bedre.
Failed to load cash movement context.,Hver
Failed to load dashboard data.,Valutakurs
Failed to reload invoice from server,Udvid vareoplysninger
Failed to submit cash movement,Forventet beløb (i virksomhedens valuta)
Failed to sync offline cash movements,Forventet kontanter
Fast cashier actions for active shifts.,Forventet kontantbeholdning grupperet efter valuta
Fast Moving Items,Forventet vs. faktisk
Fees,Udgift
Fetch the latest offline prerequisite updates,Udgiftskonto (valgfri tilsidesættelse)
Find a sales order quickly and load it into the current sale.,Udgiftskonto er påkrævet.
Fixing payment amounts for return invoice...,Udgifter og indskud bogført under denne vagt
Flash Off,Udløbet
Flash On,Kunne ikke automatisk afstemme betalinger.
"For 'Product Bundle' items, Warehouse, Serial No and Batch No will be considered from the 'Packing List' table. If Warehouse and Batch No are same for all packing items for any 'Product Bundle' item, those values can be entered in the main Item table; values will be copied to 'Packing List' table.",Kunne ikke annullere kontantbevægelse
Free,Kunne ikke rydde cachen
Free Qty,Kunne ikke oprette element
Frequency,Kunne ikke oprette leverandør
from,Kunne ikke slette kontantbevægelse
From Date,Kunne ikke generere skaleringsstregkode.
Fulfillment Details,Bruger kun varens stregkode.
Full Name,Konteksten for kontantbevægelse kunne ikke indlæses.
Gain,Kunne ikke indlæse dashboarddata.
Generate a fresh prepaid card and start it with an opening balance.,Kunne ikke genindlæse faktura fra server
Generate and install the certificate to allow fully silent printing without trust prompts.,Kunne ikke indsende kontantbevægelse
Generate Certificate,Kunne ikke synkronisere offline kontantbevægelser
Generated scale barcode: {0},Hurtige kassererhandlinger for aktive vagter.
Get Payments,Varer i hurtig bevægelse
Gift Card,Gebyrer
Gift card amount must be greater than zero.,Hent de seneste offline-forudsætningsopdateringer
Gift Card Code,Find hurtigt en salgsordre og indlæs den i det aktuelle salg.
Gift card code is required for redemption,Fastsættelse af betalingsbeløb for returfaktura...
Gift card code is required.,Blitz slukket
Gift card issued successfully.,Blink til
Gift card loaded successfully.,"For 'Produktpakke'-varer vil lager, serienummer og batchnummer blive taget i betragtning fra tabellen 'Pakkeliste'."
Gift Card Management,"Hvis Warehouse og Batch No er ens for alle pakkeelementer for en 'Produktpakke'-vare, kan disse værdier indtastes i hovedvaretabellen;"
Gift card payment,værdier vil blive kopieret til 'Pakkeliste'-tabellen.
Gift card redemption requires an online connection,Gratis
Gift card topped up successfully.,Gratis Antal
Gift Cards,Frekvens
Go Offline,fra
Go Online,Fra Dato
Go to Frappe Desk,Opfyldelse detaljer
Grand Total,Fuldt navn
Gross Margin,Gevinst
Gross Profit,"Generer et frisk forudbetalt kort, og start det med en åbningssaldo."
Gross Sales,Generer og installer certifikatet for at tillade fuldstændig lydløs udskrivning uden tillidsmeddelelser.
Group not found,Generer certifikat
"Grouped controls for terminal, UI, and session settings.",Genereret skalastregkode: {0}
Grouped totals for each payment method and currency,Få betalinger
Hide,Gavekort
Hide Gift Card,Gavekortbeløbet skal være større end nul.
Hide Non Essential Fields,Gavekort kode
Hide quantity decimals,Gavekortkode er påkrævet for at kunne indløse
Hide search tools,Gavekortkode er påkrævet.
Hide zero rated items,Gavekortet er udstedt.
High,Gavekortet blev indlæst.
History,Håndtering af gavekort
Hourly (Today),Betaling med gavekort
How this section works,Indløsning af gavekort kræver en onlineforbindelse
"If stale data remains, open Settings > Offline & Sync and run Rebuild Offline Data again while online.",Gavekortet blev fyldt op.
"If the warning persists, open Settings > Offline & Sync, then run Refresh Offline Data or Rebuild Offline Data.",Gavekort
Import the certificate into QZ Tray and restart QZ Tray on each POS machine.,Gå offline
In,Gå online
In stock: {0},Gå til Frappe Desk
Include Batch / Serial,Grand Total
Include Price,Bruttoavance
Increase quantity,Bruttofortjeneste
IndexedDB,Bruttosalg
Initial Amount,Gruppen blev ikke fundet
Initialize your shift with opening balances,"Grupperede kontroller til terminal-, UI- og sessionsindstillinger."
Initializing application...,Initialiserer applikation...
"Inspect cache, sync, and prerequisite status","Undersøg cache, synkronisering og forudsætningsstatus"
Installed Applications,Installerede applikationer
Insufficient stock:\n{0},Utilstrækkeligt lager:\n{0}
Invalid rate,Ugyldig sats
Inventory Status Report,Rapport om lagerstatus
Invoice,Faktura
Invoice {0} is Submitted,Faktura {0} er indsendt
Invoice {0} processed successfully,Faktura {0} blev behandlet
Invoice {0} submission failed,Indsendelse af faktura {0} mislykkedes
Invoice {0} was already submitted,Faktura {0} er allerede indsendt
Invoice Adjustments,Fakturajusteringer
Invoice Change,Fakturaændring
Invoice Details,Fakturadetaljer
Invoice is still in draft after background submission.,Faktura er stadig i udkast efter baggrundsindsendelse.
Invoice Items,Fakturavarer
Invoice Management,Fakturastyring
Invoice Mgmt,Faktura Mgmt
Invoice saved offline,Faktura gemt offline
Invoice submission failed,Indsendelse af faktura mislykkedes
Invoice Submitted,Faktura indsendt
"Invoice value settled by loyalty points, not cash collection","Fakturaværdi afregnes med loyalitetspoint, ikke kontantopkrævning"
Invoices,Fakturaer
Invoices already past due date,Fakturaer allerede overskredet
Invoices saved as POS Invoices,Fakturaer gemt som POS-fakturaer
Invoices still carrying balances,Fakturaer indeholder stadig saldi
Issue Mode,Udstedelsestilstand
Issue New Card,Udsted nyt kort
Issue Workflow,Problem Workflow
"Issue, top up, and check","Udsted, fyld op og tjek"
Item,Vare
Item / Product Sales Report,Vare-/produktsalgsrapport
Item {0} added to invoice,Varen {0} blev tilføjet til fakturaen
Item '{0}' has no barcode,Elementet '{0}' har ingen stregkode
Item Code,Varekode
Item created successfully,Elementet blev oprettet
Item is out of stock,Varen er udsolgt
Item Name,Varens navn
Item not found,Varen blev ikke fundet
Item order updated,Varebestilling opdateret
Item Selector Settings,Indstillinger for elementvælger
Items,genstande
Items added in POS will appear here automatically.,Elementer tilføjet i POS vises her automatisk.
Items added to invoice,Varer tilføjet til faktura
Items per page,Varer pr. side
Items Sold,Varer solgt
Items/Invoice,Varer/Faktura
Item-wise Profitability,Varemæssig lønsomhed
Journal Entry,Journalindførsel
json,json
Just now,Lige nu
Keep offline prerequisites healthy and recover stale data safely.,"Hold offline-forudsætninger sunde, og gendan forældede data sikkert."
Labels,Etiketter
Language,Sprog
Language will be changed to,Sproget vil blive ændret til
"Language, theme, terminal tools, and session controls.","Sprog, tema, terminalværktøjer og sessionskontrol."
Last,Sidst
Last 14 Days (Paid vs Pending),Sidste 14 dage (betalt vs afventende)
Last 14 Days Activity,Sidste 14 dages aktivitet
Last 14 Days Gross Profit,Sidste 14 dages bruttofortjeneste
Last 14 Days Purchases,Sidste 14 dages køb
Last 14 Days Tax/Charges,Sidste 14 dages skat/afgifter
Last sync:,Sidste synkronisering:
Last sync: {0} | ok: {1} | failed: {2} | skipped: {3},Sidste synkronisering: {0} |
Latest entries for current shift,ok: {1} |
Lead Time,mislykkedes: {2} |
Light Mode,sprunget over: {3}
Limited,Seneste poster for nuværende skift
lines,Ledetid
List,Lys tilstand
Live Snapshot,Begrænset
Load a POS profile and cashier first.,linjer
Load More Invoices,Liste
Load previously saved invoices,Live Snapshot
Load Sale,Indlæs en POS-profil og kasserer først.
Load Sales Invoice,Indlæs flere fakturaer
Loading app data...,Indlæs tidligere gemte fakturaer
Loading customer database...,Indlæs salg
Loading customers...,Indlæs salgsfaktura
Loading database stats...,Indlæser appdata...
Loading details...,Indlæser kundedatabase...
Loading invoice history...,Indlæser kunder...
Loading items...,Indlæser databasestatistik...
Loading product catalog...,Indlæser detaljer...
Loading return invoices...,Indlæser fakturahistorik...
Loading server CPU/memory usage...,Indlæser elementer...
Loading suppliers...,Indlæser produktkatalog...
Loading unpaid invoices...,Indlæser returfakturaer...
Loading view...,Indlæser serverens CPU/hukommelsesbrug...
Loading...,Indlæser leverandører...
Local storage is unavailable. Switching to online-only mode.,Indlæser ubetalte fakturaer...
localStorage,Indlæser visning...
Location Performance,Indlæser...
Locations,Lokal lagerplads er ikke tilgængelig.
Lock Screen,Skifter til kun online-tilstand.
Logout,lokalopbevaring
Lookup Workflow,Placeringsydelse
Loss,Steder
Low,Lås skærm
Low Stock,Log ud
Low Stock Alerts,Opslagsarbejdsgang
Low Stock Items,Tab
Low Stock Threshold,Lav
Low Stock Total,Lavt lager
Lowest Margin,Lav lagerbeholdning
Low-frequency maintenance and system details.,Lavt lager varer
Loyalty Redeemed,Lav lagertærskel
Loyalty Redemption,Lavt lager i alt
Make New Payment,Laveste margin
Manage all,Lavfrekvent vedligeholdelse og systemdetaljer.
Manage and synchronize your offline transactions,Loyalitet indløst
Manage Cashier PIN,Loyalitetsforløsning
"Manage offline tools, terminal controls, and maintenance from one workspace.",Foretag ny betaling
manual,Administrer alle
"Manual codes, barcode scans, and QR scans work in the same field",Administrer og synkroniser dine offline transaktioner
Manual offline mode is enabled,Administrer Cashier PIN
Margin,"Administrer offlineværktøjer, terminalstyringer og vedligeholdelse fra ét arbejdsområde."
Maximum available quantity is {0}. Quantity adjusted to match stock.,manual
Maximum discount amount for this offer item is {0}.,"Manuelle koder, stregkodescanninger og QR-scanninger fungerer i samme felt"
Maximum discount percentage for this offer item is {0}%.,Manuel offline-tilstand er aktiveret
Maximum offer quantity is {0}. Quantity adjusted to allowed limit.,Margin
Medium,Maksimalt tilgængeligt antal er {0}.
Menu,Mængde tilpasset til lager.
Method-wise Collections,Det maksimale rabatbeløb for denne tilbudsvare er {0}.
Minimum allowed rate for this offer item is {0}.,Den maksimale rabatprocent for denne tilbudsvare er {0}%.
Minimum Qty,Maksimal tilbudsmængde er {0}.
Mobile No,Mængde justeret til tilladt grænse.
Mode,Medium
Mode of Payment,Menu
Month,Metodemæssigt Samlinger
Month Δ,Minimum tilladte pris for denne tilbudsvare er {0}.
Monthly Profit,Minimum antal
Monthly Sales,Mobilnr
Monthly Sales Summary,tilstand
